Project ID,Project Name,Project Start Date,Address,Borough,Postcode,Community Board,NTA - Neighborhood Tabulation Area,Reporting Construction Type,Prevailing Wage Status
69370,87-65 171ST STREET APARTMENTS,11/15/2019,87-67 171 STREET,Queens,11432.0,QN-12,QN61,New Construction,Non Prevailing Wage
67632,BK WESTCHESTER-HOME STREET LLC.PLP.FY20,11/14/2019,1084 HOME STREET,Bronx,10459.0,BX-03,BX35,Preservation,Non Prevailing Wage
67632,BK WESTCHESTER-HOME STREET LLC.PLP.FY20,11/14/2019,1244 WESTCHESTER AVENUE,Bronx,10459.0,BX-02,BX27,Preservation,Non Prevailing Wage
68433,GODDARD RIVERSIDE.HRP.FY20,11/14/2019,711 AMSTERDAM AVENUE,Manhattan,10025.0,MN-07,MN12,Preservation,Non Prevailing Wage
69307,CONFIDENTIAL,11/14/2019,---- ----,Brooklyn,,BK-12,,New Construction,Non Prevailing Wage
69367,104-22 ASTORIA BOULEVARD,11/14/2019,104-22 ASTORIA BOULEVARD,Queens,11369.0,QN-03,QN27,New Construction,Non Prevailing Wage
69368,142 ERASMUS STREET,11/14/2019,142 ERASMUS STREET,Brooklyn,11226.0,BK-17,BK95,New Construction,Non Prevailing Wage
69366,1666 BROADWAY APARTMENTS,11/13/2019,1666 BROADWAY,Brooklyn,11207.0,BK-16,BK79,New Construction,Non Prevailing Wage
69364,2920 BRIGHTON 4TH STREET,11/12/2019,2920 BRIGHTON 4 STREET,Brooklyn,11235.0,BK-13,BK19,New Construction,Non Prevailing Wage
69365,370 EVERGREEN AVENUE,11/12/2019,370 EVERGREEN AVENUE,Brooklyn,11221.0,BK-04,BK78,New Construction,Non Prevailing Wage
69270,CONFIDENTIAL,11/08/2019,---- ----,Brooklyn,,BK-16,,Preservation,Non Prevailing Wage
69362,235 HAWTHORNE STREET APARTMENTS,11/08/2019,235 HAWTHORNE STREET,Brooklyn,11225.0,BK-09,BK60,New Construction,Non Prevailing Wage
69363,264 SULLIVAN PLACE APARTMENTS,11/08/2019,264 SULLIVAN PLACE,Brooklyn,11225.0,BK-09,BK63,New Construction,Non Prevailing Wage
69356,1117 HOE AVENUE APARTMENTS,11/07/2019,1117 HOE AVENUE,Bronx,10459.0,BX-02,BX27,New Construction,Non Prevailing Wage
67788,PCMH. 972 WASHINGTON AVE,11/06/2019,972 WASHINGTON AVENUE,Bronx,10456.0,BX-03,BX35,New Construction,Non Prevailing Wage
69354,877 PARK AVENUE,11/06/2019,877 PARK AVENUE,Brooklyn,11206.0,BK-03,BK78,New Construction,Non Prevailing Wage
69306,CONFIDENTIAL,11/05/2019,---- ----,Bronx,,BX-12,,New Construction,Non Prevailing Wage
67494,PROJECT HOSPITALITY. 221 PORT RICHMOND AVE,11/04/2019,221 PORT RICHMOND AVENUE,Staten Island,10302.0,SI-01,SI28,New Construction,Non Prevailing Wage
69234,CONFIDENTIAL,10/31/2019,---- ----,Queens,,QN-08,,New Construction,Non Prevailing Wage
69235,CONFIDENTIAL,10/31/2019,---- ----,Queens,,QN-07,,New Construction,Non Prevailing Wage
69353,86-57 MIDLAND PARKWAY APARTMENTS,10/31/2019,86-57 MIDLAND PARKWAY,Queens,11432.0,QN-08,QN06,New Construction,Non Prevailing Wage
69118,KNICKERBOCKER VILLAGE,10/30/2019,10 MONROE STREET,Manhattan,10002.0,MN-03,MN27,Preservation,Non Prevailing Wage
69118,KNICKERBOCKER VILLAGE,10/30/2019,12 MONROE STREET,Manhattan,10002.0,MN-03,MN27,Preservation,Non Prevailing Wage
69118,KNICKERBOCKER VILLAGE,10/30/2019,14 MONROE STREET,Manhattan,10002.0,MN-03,MN27,Preservation,Non Prevailing Wage
69118,KNICKERBOCKER VILLAGE,10/30/2019,16 MONROE STREET,Manhattan,10002.0,MN-03,MN27,Preservation,Non Prevailing Wage
69118,KNICKERBOCKER VILLAGE,10/30/2019,18 MONROE STREET,Manhattan,10002.0,MN-03,MN27,Preservation,Non Prevailing Wage
69118,KNICKERBOCKER VILLAGE,10/30/2019,20 MONROE STREET,Manhattan,10002.0,MN-03,MN27,Preservation,Non Prevailing Wage
69118,KNICKERBOCKER VILLAGE,10/30/2019,30 MONROE STREET,Manhattan,10002.0,MN-03,MN27,Preservation,Non Prevailing Wage
69118,KNICKERBOCKER VILLAGE,10/30/2019,32 MONROE STREET,Manhattan,10002.0,MN-03,MN27,Preservation,Non Prevailing Wage
69118,KNICKERBOCKER VILLAGE,10/30/2019,34 MONROE STREET,Manhattan,10002.0,MN-03,MN27,Preservation,Non Prevailing Wage
69118,KNICKERBOCKER VILLAGE,10/30/2019,36 MONROE STREET,Manhattan,10002.0,MN-03,MN27,Preservation,Non Prevailing Wage
69118,KNICKERBOCKER VILLAGE,10/30/2019,38 MONROE STREET,Manhattan,10002.0,MN-03,MN27,Preservation,Non Prevailing Wage
69118,KNICKERBOCKER VILLAGE,10/30/2019,40 MONROE STREET,Manhattan,10002.0,MN-03,MN27,Preservation,Non Prevailing Wage
65360,SEVENTEENTH STREET HDFC.YR15.FY20,10/29/2019,105 WEST 17 STREET,Manhattan,10011.0,MN-04,MN13,Preservation,Prevailing Wage
64768,WATERSIDE PLAZA.HPO.FY20,10/25/2019,10 WATERSIDE PLAZA,Manhattan,10010.0,MN-06,MN20,Preservation,Non Prevailing Wage
64768,WATERSIDE PLAZA.HPO.FY20,10/25/2019,20 WATERSIDE PLAZA,Manhattan,10010.0,MN-06,MN20,Preservation,Non Prevailing Wage
64768,WATERSIDE PLAZA.HPO.FY20,10/25/2019,25 WATERSIDE PLAZA,Manhattan,10010.0,MN-06,MN20,Preservation,Non Prevailing Wage
64768,WATERSIDE PLAZA.HPO.FY20,10/25/2019,30 WATERSIDE PLAZA,Manhattan,10010.0,MN-06,MN20,Preservation,Non Prevailing Wage
64768,WATERSIDE PLAZA.HPO.FY20,10/25/2019,40 WATERSIDE PLAZA,Manhattan,10010.0,MN-06,MN20,Preservation,Non Prevailing Wage
69210,CONFIDENTIAL,10/25/2019,---- ----,Brooklyn,,BK-03,,Preservation,Non Prevailing Wage
69351,105-05 NORTHERN BOULEVARD,10/25/2019,105-05 NORTHERN BOULEVARD,Queens,11368.0,QN-03,QN27,New Construction,Non Prevailing Wage
69352,348 NOSTRAND AVENUE,10/25/2019,348 NOSTRAND AVENUE,Brooklyn,11216.0,BK-03,BK75,New Construction,Non Prevailing Wage
69238,CONFIDENTIAL,10/24/2019,---- ----,Queens,,QN-06,,New Construction,Non Prevailing Wage
69349,1030-1032 STEBBINS AVENUE APARTMENTS,10/24/2019,1032 REV JAMES POLITE AVENUE,Bronx,10459.0,BX-02,BX33,New Construction,Non Prevailing Wage
69349,1030-1032 STEBBINS AVENUE APARTMENTS,10/24/2019,1030 REV JAMES POLITE AVENUE,Bronx,10459.0,BX-02,BX33,New Construction,Non Prevailing Wage
69350,1068 PUTNAM AVENUE APARTMENTS,10/24/2019,1068 PUTNAM AVENUE,Brooklyn,11221.0,BK-03,BK35,New Construction,Non Prevailing Wage
68660,RIVER CROSSING OWNER HDFC.HPO.FY20,10/23/2019,1952 1 AVENUE,Manhattan,10029.0,MN-11,MN33,Preservation,Non Prevailing Wage
68660,RIVER CROSSING OWNER HDFC.HPO.FY20,10/23/2019,420 EAST 102 STREET,Manhattan,10029.0,MN-11,MN33,Preservation,Non Prevailing Wage
68660,RIVER CROSSING OWNER HDFC.HPO.FY20,10/23/2019,1962 1 AVENUE,Manhattan,10029.0,MN-11,MN33,Preservation,Non Prevailing Wage
68661,HERITAGE HOLDINGS HDFC.HPO.FY20,10/23/2019,1307 5 AVENUE,Manhattan,10029.0,MN-11,MN33,Preservation,Non Prevailing Wage
68661,HERITAGE HOLDINGS HDFC.HPO.FY20,10/23/2019,1295 FIFTH AVENUE,Manhattan,10029.0,MN-11,MN33,Preservation,Non Prevailing Wage
68661,HERITAGE HOLDINGS HDFC.HPO.FY20,10/23/2019,1660 MADISON AVENUE,Manhattan,10029.0,MN-11,MN33,Preservation,Non Prevailing Wage
68662,MILES & PARKER OWNER HDFC.HPO.FY20,10/23/2019,1890 LEXINGTON AVENUE,Manhattan,10035.0,MN-11,MN34,Preservation,Non Prevailing Wage
68662,MILES & PARKER OWNER HDFC.HPO.FY20,10/23/2019,1982 LEXINGTON AVENUE,Manhattan,10035.0,MN-11,MN34,Preservation,Non Prevailing Wage
69348,62-41 FOREST AVENUE,10/21/2019,62-49 FOREST AVENUE,Queens,11385.0,QN-05,QN20,New Construction,Non Prevailing Wage
48143,MMN1802 - CLOTH AMSTERDAM AVENUE,10/17/2019,2488 ADAM C POWELL BOULEVARD,Manhattan,10030.0,MN-10,MN03,Preservation,Non Prevailing Wage
48143,MMN1802 - CLOTH AMSTERDAM AVENUE,10/17/2019,2794 FREDERICK DOUGLASS BOULEVARD,Manhattan,10039.0,MN-10,MN03,Preservation,Non Prevailing Wage
48143,MMN1802 - CLOTH AMSTERDAM AVENUE,10/17/2019,2110 AMSTERDAM AVENUE,Manhattan,10032.0,MN-12,MN36,Preservation,Non Prevailing Wage
48143,MMN1802 - CLOTH AMSTERDAM AVENUE,10/17/2019,2185 AMSTERDAM AVENUE,Manhattan,10032.0,MN-12,MN36,Preservation,Non Prevailing Wage
69237,CONFIDENTIAL,10/16/2019,---- ----,Manhattan,,MN-10,,New Construction,Non Prevailing Wage
69346,2749 CRUGER AVENUE,10/16/2019,2749 CRUGER AVENUE,Bronx,10467.0,BX-11,BX07,New Construction,Non Prevailing Wage
69347,894/896/900 NEW YORK AVENUE,10/16/2019,894 NEW YORK AVENUE,Brooklyn,11203.0,BK-17,BK95,New Construction,Non Prevailing Wage
69347,894/896/900 NEW YORK AVENUE,10/16/2019,896 NEW YORK AVENUE,Brooklyn,11203.0,BK-17,BK95,New Construction,Non Prevailing Wage
69347,894/896/900 NEW YORK AVENUE,10/16/2019,900 NEW YORK AVENUE,Brooklyn,11203.0,BK-17,BK95,New Construction,Non Prevailing Wage
64745,EAST VILLAGE HOMES - PHASE I,10/15/2019,302 EAST 2 STREET,Manhattan,10009.0,MN-03,MN28,New Construction,Non Prevailing Wage
69344,188 HUMBOLDT STREET,10/15/2019,188 HUMBOLDT STREET,Brooklyn,11206.0,BK-01,BK78,New Construction,Non Prevailing Wage
69345,731 BEDFORD AVENUE,10/15/2019,731 BEDFORD AVENUE,Brooklyn,11205.0,BK-03,BK75,New Construction,Non Prevailing Wage
67890,HARLEN HDFC.HUD MF.FY 20,10/11/2019,560 LENOX AVENUE,Manhattan,10037.0,MN-10,MN03,Preservation,Non Prevailing Wage
67890,HARLEN HDFC.HUD MF.FY 20,10/11/2019,50 WEST 139 STREET,Manhattan,10037.0,MN-10,MN03,Preservation,Non Prevailing Wage
68229,2175 BERGEN STREET,10/11/2019,2175 BERGEN STREET,Brooklyn,11233.0,BK-16,BK79,New Construction,Non Prevailing Wage
69342,1969 HUGHES AVENUE,10/07/2019,1969 HUGHES AVENUE,Bronx,10457.0,BX-06,BX17,New Construction,Non Prevailing Wage
69343,340/342 RUTLAND ROAD,10/07/2019,342 RUTLAND ROAD,Brooklyn,11225.0,BK-09,BK60,New Construction,Non Prevailing Wage
69343,340/342 RUTLAND ROAD,10/07/2019,340 RUTLAND ROAD,Brooklyn,11225.0,BK-09,BK60,New Construction,Non Prevailing Wage
69129,CONFIDENTIAL,10/04/2019,---- ----,Brooklyn,,BK-05,,Preservation,Non Prevailing Wage
68382,2 MT. HOPE PLACE,10/03/2019,2 MT HOPE PLACE,Bronx,10453.0,BX-05,BX41,New Construction,Non Prevailing Wage
69341,743 LAFAYETTE AVENUE,10/03/2019,743 LAFAYETTE AVENUE,Brooklyn,11221.0,BK-03,BK75,New Construction,Non Prevailing Wage
66099,21-10 31ST AVE,10/02/2019,21-10 31 AVENUE,Queens,11106.0,QN-01,QN70,New Construction,Non Prevailing Wage
69096,141 METROPOLITAN AVENUE,09/30/2019,141 METROPOLITAN AVENUE,Brooklyn,11249.0,BK-01,BK73,New Construction,Non Prevailing Wage
69097,3470 FORT INDEPENDENCE STREET,09/30/2019,3470 FORT INDEPENDENCE STREET,Bronx,10463.0,BX-08,BX28,New Construction,Non Prevailing Wage
69109,CONFIDENTIAL,09/30/2019,---- ----,Queens,,QN-12,,Preservation,Non Prevailing Wage
69124,CONFIDENTIAL,09/30/2019,---- ----,Queens,,QN-13,,New Construction,Non Prevailing Wage
69126,CONFIDENTIAL,09/30/2019,---- ----,Bronx,,BX-09,,New Construction,Non Prevailing Wage
69123,CONFIDENTIAL,09/26/2019,---- ----,Brooklyn,,BK-17,,New Construction,Non Prevailing Wage
69177,BAY TOWERS,09/26/2019,3-19 BEACH 98 STREET,Queens,,QN-14,,Preservation,Non Prevailing Wage
69120,CONFIDENTIAL,09/25/2019,---- ----,Queens,,QN-08,,New Construction,Non Prevailing Wage
66137,HP W53 HDFC.HUDMF.FY 19,09/23/2019,328 WEST 53 STREET,Manhattan,10019.0,MN-04,MN15,Preservation,Non Prevailing Wage
69113,CONFIDENTIAL,09/23/2019,---- ----,Bronx,,BX-10,,New Construction,Non Prevailing Wage
69094,1507 NEW YORK AVENUE,09/19/2019,1507 NEW YORK AVENUE,Brooklyn,11210.0,BK-17,BK91,New Construction,Non Prevailing Wage
69095,1509 NEW YORK AVENUE,09/19/2019,1509 NEW YORK AVENUE,Brooklyn,11210.0,BK-17,BK91,New Construction,Non Prevailing Wage
69014,CONFIDENTIAL,09/17/2019,---- ----,Brooklyn,,BK-18,,Preservation,Non Prevailing Wage
68958,CONFIDENTIAL,09/11/2019,---- ----,Queens,,QN-12,,Preservation,Non Prevailing Wage
69092,219 SOUTH 3RD STREET,09/09/2019,219 SOUTH 3 STREET,Brooklyn,11211.0,BK-01,BK73,New Construction,Non Prevailing Wage
69093,3613 BARNES AVENUE APARTMENTS,09/09/2019,3613 BARNES AVENUE,Bronx,10467.0,BX-12,BX44,New Construction,Non Prevailing Wage
67438,ST. ANN'S APARTMENTS LLC.YR15.FY20,09/06/2019,570 EAST 138 STREET,Bronx,10454.0,BX-01,BX39,Preservation,Non Prevailing Wage
67438,ST. ANN'S APARTMENTS LLC.YR15.FY20,09/06/2019,590 EAST 138 STREET,Bronx,10454.0,BX-01,BX39,Preservation,Non Prevailing Wage
67438,ST. ANN'S APARTMENTS LLC.YR15.FY20,09/06/2019,839 EAST 156 STREET,Bronx,10455.0,BX-01,BX34,Preservation,Non Prevailing Wage
67438,ST. ANN'S APARTMENTS LLC.YR15.FY20,09/06/2019,590 EAST 169 STREET,Bronx,10456.0,BX-03,BX35,Preservation,Non Prevailing Wage
67438,ST. ANN'S APARTMENTS LLC.YR15.FY20,09/06/2019,1061 INTERVALE AVENUE,Bronx,10459.0,BX-02,BX33,Preservation,Non Prevailing Wage
67438,ST. ANN'S APARTMENTS LLC.YR15.FY20,09/06/2019,946 LEGGETT AVENUE,Bronx,10455.0,BX-02,BX33,Preservation,Non Prevailing Wage
69089,3 WEST 128TH STREET,09/06/2019,3 WEST 128 STREET,Manhattan,10027.0,MN-10,MN03,New Construction,Non Prevailing Wage
69091,1424 VYSE AVENUE APARTMENTS,09/06/2019,1424 VYSE AVENUE,Bronx,10459.0,BX-03,BX75,New Construction,Non Prevailing Wage
69122,CONFIDENTIAL,09/06/2019,---- ----,Queens,,QN-14,,New Construction,Non Prevailing Wage
69088,340 NEPTUNE AVENUE APARTMENTS,09/03/2019,340 NEPTUNE AVENUE,Brooklyn,11235.0,BK-13,BK19,New Construction,Non Prevailing Wage
67504,HP W 48 HDFC.HUDMF.FY19,08/30/2019,414 WEST 48 STREET,Manhattan,10036.0,MN-04,MN15,Preservation,Non Prevailing Wage
67575,LANGSAM 11 - 2816 JEROME AVENUE.HPO.FY19,08/30/2019,2816 JEROME AVENUE,Bronx,10468.0,BX-07,BX28,Preservation,Non Prevailing Wage
68920,CONFIDENTIAL,08/30/2019,---- ----,Brooklyn,,BK-15,,New Construction,Non Prevailing Wage
69086,173 MORNINGSIDE AVENUE APARTMENTS,08/30/2019,173 MORNINGSIDE AVENUE,Manhattan,10027.0,MN-09,MN06,New Construction,Non Prevailing Wage
69087,54 THROOP AVENUE APARTMENTS,08/30/2019,54 THROOP AVENUE,Brooklyn,11206.0,BK-01,BK75,New Construction,Non Prevailing Wage
69084,1610 NEW YORK AVENUE,08/29/2019,1610 NEW YORK AVENUE,Brooklyn,11210.0,BK-17,BK42,New Construction,Non Prevailing Wage
69085,1612 NEW YORK AVENUE,08/29/2019,1612 NEW YORK AVENUE,Brooklyn,11210.0,BK-17,BK42,New Construction,Non Prevailing Wage
68934,CONFIDENTIAL,08/28/2019,---- ----,Brooklyn,,BK-03,,Preservation,Non Prevailing Wage
69082,111 TROUTMAN STREET APARTMENTS,08/28/2019,111 TROUTMAN  STREET,Brooklyn,11206.0,BK-04,BK78,New Construction,Non Prevailing Wage
69083,"ORCHARD, THE",08/28/2019,118 ORCHARD STREET,Manhattan,10002.0,MN-03,MN27,New Construction,Non Prevailing Wage
69081,52-22 ROOSEVELT AVENUE APARTMENTS,08/27/2019,52-22 ROOSEVELT AVENUE,Queens,11377.0,QN-02,QN31,New Construction,Non Prevailing Wage
68932,CONFIDENTIAL,08/23/2019,---- ----,Brooklyn,,BK-05,,Preservation,Non Prevailing Wage
69079,1248 NEW YORK AVENUE APARTMENTS,08/23/2019,1248 NEW YORK AVENUE,Brooklyn,11203.0,BK-17,BK91,New Construction,Non Prevailing Wage
69080,1250 NEW YORK AVENUE APARTMENTS,08/23/2019,1250 NEW YORK AVENUE,Brooklyn,11203.0,BK-17,BK91,New Construction,Non Prevailing Wage
67572,LANGSAM 9 - 1630 MACOMBS ROAD.HPO.FY20,08/19/2019,1630 MACOMBS ROAD,Bronx,10453.0,BX-05,BX36,Preservation,Non Prevailing Wage
68918,CONFIDENTIAL,08/19/2019,---- ----,Staten Island,,SI-03,,New Construction,Non Prevailing Wage
69077,133-135 MESEROLE AVENUE APARTMENTS,08/19/2019,133 MESEROLE AVENUE,Brooklyn,11222.0,BK-01,BK76,New Construction,Non Prevailing Wage
69077,133-135 MESEROLE AVENUE APARTMENTS,08/19/2019,135 MESEROLE AVENUE,Brooklyn,11222.0,BK-01,BK76,New Construction,Non Prevailing Wage
69078,418 EAST 153RD STREET,08/19/2019,418 EAST 153 STREET,Bronx,10455.0,BX-01,BX34,New Construction,Non Prevailing Wage
69075,223 MANHATTAN AVENUE,08/16/2019,223 MANHATTAN AVENUE,Brooklyn,11206.0,BK-01,BK90,New Construction,Non Prevailing Wage
69076,260 KNICKERBOCKER AVENUE,08/16/2019,260 KNICKERBOCKER AVENUE,Brooklyn,11237.0,BK-04,BK77,New Construction,Non Prevailing Wage
64829,RB.63-85 E 233RD ST.WOODLAWN SENIOR HOUSES,08/15/2019,69 EAST 233 STREET,Bronx,10470.0,BX-12,BX62,New Construction,Prevailing Wage
69074,969 57TH STREET,08/15/2019,969 57 STREET,Brooklyn,11219.0,BK-12,BK88,New Construction,Non Prevailing Wage
69073,WEX18 APARTMENTS,08/14/2019,177-18 WEXFORD TERRACE,Queens,11432.0,QN-08,QN06,New Construction,Non Prevailing Wage
69071,2807 SNYDER AVENUE,08/13/2019,2807 SNYDER AVENUE,Brooklyn,11226.0,BK-17,BK95,New Construction,Non Prevailing Wage
69072,2809 SNYDER AVENUE,08/13/2019,2809 SNYDER AVENUE,Brooklyn,11226.0,BK-17,BK95,New Construction,Non Prevailing Wage
68906,CONFIDENTIAL,08/12/2019,---- ----,Bronx,,BX-09,,Preservation,Non Prevailing Wage
68917,CONFIDENTIAL,08/09/2019,---- ----,Bronx,,BX-09,,New Construction,Non Prevailing Wage
69070,236 STAGG STREET APARTMENTS,08/09/2019,236 STAGG STREET,Brooklyn,11206.0,BK-01,BK78,New Construction,Non Prevailing Wage
69069,366 STOCKTON STREET APARTMENTS,08/07/2019,366 STOCKTON STREET,Brooklyn,11206.0,BK-03,BK35,New Construction,Non Prevailing Wage
68914,CONFIDENTIAL,08/02/2019,---- ----,Queens,,QN-13,,Preservation,Non Prevailing Wage
69068,79-81 STANHOPE STREET APARTMENTS,08/02/2019,81 STANHOPE STREET,Brooklyn,11221.0,BK-04,BK78,New Construction,Non Prevailing Wage
69068,79-81 STANHOPE STREET APARTMENTS,08/02/2019,79 STANHOPE STREET,Brooklyn,11221.0,BK-04,BK78,New Construction,Non Prevailing Wage
69067,RESIDENCES AT THE GEMINI WEST,08/01/2019,114-16 ROCKAWAY BEACH BOULEVARD,Queens,11694.0,QN-14,QN10,New Construction,Non Prevailing Wage
68837,CONFIDENTIAL,07/31/2019,---- ----,Brooklyn,,BK-05,,Preservation,Non Prevailing Wage
68850,CONFIDENTIAL,07/31/2019,---- ----,Brooklyn,,BK-14,,New Construction,Non Prevailing Wage
69065,301 EAST 117TH STREET,07/31/2019,2282 2 AVENUE,Manhattan,10035.0,MN-11,MN34,New Construction,Non Prevailing Wage
69066,RESIDENCES AT THE GEMINI EAST,07/31/2019,114-30 ROCKAWAY BEACH BOULEVARD,Queens,11694.0,QN-14,QN10,New Construction,Non Prevailing Wage
68172,AUSTIN 147,07/30/2019,880 EAST 147 STREET,Bronx,10455.0,BX-01,BX39,New Construction,Non Prevailing Wage
69064,1032 DEKALB AVENUE,07/29/2019,1032 DEKALB AVENUE,Brooklyn,11221.0,BK-03,BK35,New Construction,Non Prevailing Wage
69062,127 TROUTMAN STREET APARTMENTS,07/26/2019,127 TROUTMAN STREET,Brooklyn,11206.0,BK-04,BK78,New Construction,Non Prevailing Wage
69063,129 TROUTMAN STREET APARTMENTS,07/26/2019,129 TROUTMAN STREET,Brooklyn,11206.0,BK-04,BK78,New Construction,Non Prevailing Wage
67522,HSI. 213 EAST 203RD STREET,07/25/2019,211 EAST 203 STREET,Bronx,10458.0,BX-07,BX05,New Construction,Non Prevailing Wage
69061,170-19 89TH AVENUE,07/25/2019,170-19 89 AVENUE,Queens,11432.0,QN-12,QN61,New Construction,Non Prevailing Wage
68849,CONFIDENTIAL,07/24/2019,---- ----,Queens,,QN-14,,New Construction,Non Prevailing Wage
69060,20-52 49TH STREET APARTMENTS,07/23/2019,20-52 49 STREET,Queens,11105.0,QN-01,QN72,New Construction,Non Prevailing Wage
67891,EAST HARLEM LEXINGTON HDFC.HUDMF.FY19,07/22/2019,125 EAST 118 STREET,Manhattan,10035.0,MN-11,MN34,Preservation,Non Prevailing Wage
67891,EAST HARLEM LEXINGTON HDFC.HUDMF.FY19,07/22/2019,149 EAST 118 STREET,Manhattan,10035.0,MN-11,MN34,Preservation,Non Prevailing Wage
67891,EAST HARLEM LEXINGTON HDFC.HUDMF.FY19,07/22/2019,121 EAST 119 STREET,Manhattan,10035.0,MN-11,MN34,Preservation,Non Prevailing Wage
67891,EAST HARLEM LEXINGTON HDFC.HUDMF.FY19,07/22/2019,125 EAST 119 STREET,Manhattan,10035.0,MN-11,MN34,Preservation,Non Prevailing Wage
67891,EAST HARLEM LEXINGTON HDFC.HUDMF.FY19,07/22/2019,166 EAST 119 STREET,Manhattan,10035.0,MN-11,MN34,Preservation,Non Prevailing Wage
67891,EAST HARLEM LEXINGTON HDFC.HUDMF.FY19,07/22/2019,212 EAST 119 STREET,Manhattan,10035.0,MN-11,MN34,Preservation,Non Prevailing Wage
67891,EAST HARLEM LEXINGTON HDFC.HUDMF.FY19,07/22/2019,135 EAST 122 STREET,Manhattan,10035.0,MN-11,MN34,Preservation,Non Prevailing Wage
67891,EAST HARLEM LEXINGTON HDFC.HUDMF.FY19,07/22/2019,2010 LEXINGTON AVENUE,Manhattan,10035.0,MN-11,MN34,Preservation,Non Prevailing Wage
67891,EAST HARLEM LEXINGTON HDFC.HUDMF.FY19,07/22/2019,158 EAST 119 STREET,Manhattan,10035.0,MN-11,MN34,Preservation,Non Prevailing Wage
68824,CONFIDENTIAL,07/19/2019,---- ----,Staten Island,,SI-03,,New Construction,Non Prevailing Wage
68844,CONFIDENTIAL,07/19/2019,---- ----,Queens,,QN-04,,New Construction,Non Prevailing Wage
69058,14 HAVENS PLACE APARTMENTS,07/19/2019,14 HAVENS PLACE,Brooklyn,11233.0,BK-16,BK79,New Construction,Non Prevailing Wage
69059,183 COVERT STREET APARTMENTS,07/19/2019,181 COVERT STREET,Brooklyn,11207.0,BK-04,BK78,New Construction,Non Prevailing Wage
69056,229 WEST 136 STREET,07/17/2019,229 WEST 136 STREET,Manhattan,10030.0,MN-10,MN03,New Construction,Non Prevailing Wage
69057,924 DEKALB AVENUE,07/17/2019,924 DEKALB AVENUE,Brooklyn,11221.0,BK-03,BK35,New Construction,Non Prevailing Wage
69054,860 EAST 35TH STREET APARTMENTS,07/16/2019,860 EAST 35 STREET,Brooklyn,11210.0,BK-17,BK91,New Construction,Non Prevailing Wage
69055,862 EAST 35TH STREET APARTMENTS,07/16/2019,862 EAST 35TH STREET,Brooklyn,11210.0,BK-17,BK91,New Construction,Non Prevailing Wage
69053,850 FLATBUSH AVENUE,07/15/2019,850 FLATBUSH AVENUE,Brooklyn,11226.0,BK-14,BK42,New Construction,Non Prevailing Wage
69051,142 MANHATTAN AVENUE APARTMENTS,07/12/2019,142 MANHATTAN AVENUE,Brooklyn,11206.0,BK-01,BK90,New Construction,Non Prevailing Wage
69052,150 MESEROLE STREET,07/12/2019,150 MESEROLE STREET,Brooklyn,11206.0,BK-01,BK90,New Construction,Non Prevailing Wage
69050,152 WEST 140TH STREET,07/11/2019,2395 ADAM C POWELL BOULEVARD,Manhattan,10030.0,MN-10,MN03,New Construction,Non Prevailing Wage
68843,CONFIDENTIAL,07/10/2019,---- ----,Bronx,,BX-08,,New Construction,Non Prevailing Wage
69049,381 EAST 166TH STREET APARTMENTS,07/08/2019,381 EAST 166 STREET,Bronx,10456.0,BX-04,BX14,New Construction,Non Prevailing Wage
69047,22-22 STEINWAY STREET APARTMENTS,07/03/2019,22-22 STEINWAY STREET,Queens,11105.0,QN-01,QN72,New Construction,Non Prevailing Wage
69048,846 QUINCY STREET APARTMENTS,07/03/2019,846 QUINCY STREET,Brooklyn,11221.0,BK-03,BK35,New Construction,Non Prevailing Wage
61587,601 WEST 148TH STREET PROJECT,07/02/2019,3601 BROADWAY,Manhattan,10031.0,MN-09,MN04,Preservation,Non Prevailing Wage
69045,171 LINDEN BOULEVARD APARTMENTS,07/02/2019,171 LINDEN BOULEVARD,Brooklyn,11226.0,BK-17,BK60,New Construction,Non Prevailing Wage
69046,ROGERS TOWER APARTMENTS,07/02/2019,986 ROGERS AVENUE,Brooklyn,11226.0,BK-17,BK95,New Construction,Non Prevailing Wage
61875,1199 HOUSING CORP.PLP.FY19,06/28/2019,2070 1 AVENUE,Manhattan,10029.0,MN-11,MN33,Preservation,Non Prevailing Wage
61875,1199 HOUSING CORP.PLP.FY19,06/28/2019,420 EAST 111 STREET,Manhattan,10029.0,MN-11,MN33,Preservation,Non Prevailing Wage
61875,1199 HOUSING CORP.PLP.FY19,06/28/2019,2090 1 AVENUE,Manhattan,10029.0,MN-11,MN33,Preservation,Non Prevailing Wage
61875,1199 HOUSING CORP.PLP.FY19,06/28/2019,2116 1 AVENUE,Manhattan,10029.0,MN-11,MN33,Preservation,Non Prevailing Wage
62299,DUNN. 82-41 PARSONS BLVD. T BUILDING,06/28/2019,82-41 PARSONS BOULEVARD,Queens,11432.0,QN-08,QN38,New Construction,Non Prevailing Wage
65349,BPR HDFC.HPO.FY19,06/28/2019,1010 HOE AVENUE,Bronx,10459.0,BX-02,BX27,Preservation,Non Prevailing Wage
65349,BPR HDFC.HPO.FY19,06/28/2019,1014 HOE AVENUE,Bronx,10459.0,BX-02,BX27,Preservation,Non Prevailing Wage
