school/math.Grade,school/math.Year,school/math.Category,school/math.Number Tested,school/math.Mean Scale Score,school/math.Level 1 #,school/math.Level 1 %,school/math.Level 2 #,school/math.Level 2 %,school/math.Level 3 #,school/math.Level 3 %,school/math.Level 4 #,school/math.Level 4 %,school/math.Level 3+4 #,school/math.Level 3+4 %,DBN
7,2011,All Students,52,647.0,19.0,36.5,26.0,50.0,7.0,13.5,0.0,0.0,7.0,13.5,05M123
4,2006,All Students,83,652.0,15.0,18.1,22.0,26.5,37.0,44.6,9.0,10.8,46.0,55.4,17K022
All Grades,2008,All Students,274,,3.0,1.1,8.0,2.9,151.0,55.1,112.0,40.9,263.0,96.0,25Q154
All Grades,2011,All Students,269,662.0,44.0,16.4,140.0,52.0,76.0,28.3,9.0,3.3,85.0,31.6,04M050
8,2011,All Students,85,665.0,12.0,14.1,38.0,44.7,33.0,38.8,2.0,2.4,35.0,41.2,07X296
3,2011,All Students,170,685.0,13.0,7.6,64.0,37.6,79.0,46.5,14.0,8.2,93.0,54.7,18K235
6,2006,All Students,174,617.0,84.0,48.3,56.0,32.2,32.0,18.4,2.0,1.1,34.0,19.5,09X022
4,2009,All Students,48,666.0,6.0,12.5,8.0,16.7,26.0,54.2,8.0,16.7,34.0,70.8,06M018
8,2009,All Students,372,660.0,19.0,5.1,111.0,29.8,210.0,56.5,32.0,8.6,242.0,65.1,22K078
3,2007,All Students,105,684.0,1.0,1.0,7.0,6.7,72.0,68.6,25.0,23.8,97.0,92.4,29Q270
4,2010,All Students,197,692.0,8.0,4.1,50.0,25.4,78.0,39.6,61.0,31.0,139.0,70.6,24Q153
All Grades,2011,All Students,461,667.0,55.0,11.9,236.0,51.2,148.0,32.1,22.0,4.8,170.0,36.9,07X029
5,2006,All Students,113,652.0,18.0,15.9,24.0,21.2,64.0,56.6,7.0,6.2,71.0,62.8,29Q034
4,2011,All Students,95,695.0,0.0,0.0,27.0,28.4,42.0,44.2,26.0,27.4,68.0,71.6,04M057
7,2010,All Students,54,640.0,18.0,33.3,31.0,57.4,4.0,7.4,1.0,1.9,5.0,9.3,23K165
5,2011,All Students,133,686.0,3.0,2.3,34.0,25.6,69.0,51.9,27.0,20.3,96.0,72.2,22K152
3,2008,All Students,37,704.0,0.0,0.0,1.0,2.7,20.0,54.1,16.0,43.2,36.0,97.3,02M051
5,2006,All Students,86,657.0,11.0,12.8,24.0,27.9,38.0,44.2,13.0,15.1,51.0,59.3,13K020
All Grades,2009,All Students,276,,8.0,2.9,54.0,19.6,188.0,68.1,26.0,9.4,214.0,77.5,10X360
6,2010,All Students,22,696.0,0.0,0.0,3.0,13.6,9.0,40.9,10.0,45.5,19.0,86.4,02M442
6,2008,All Students,61,687.0,1.0,1.6,1.0,1.6,40.0,65.6,19.0,31.1,59.0,96.7,17K590
4,2007,All Students,50,650.0,14.0,28.0,8.0,16.0,22.0,44.0,6.0,12.0,28.0,56.0,28Q040
7,2011,All Students,178,668.0,23.0,12.9,66.0,37.1,62.0,34.8,27.0,15.2,89.0,50.0,32K347
6,2009,All Students,57,677.0,1.0,1.8,8.0,14.0,35.0,61.4,13.0,22.8,48.0,84.2,10X340
7,2011,All Students,287,670.0,29.0,10.1,104.0,36.2,104.0,36.2,50.0,17.4,154.0,53.7,31R051
6,2008,All Students,86,647.0,14.0,16.3,23.0,26.7,48.0,55.8,1.0,1.2,49.0,57.0,05M200
4,2010,All Students,48,679.0,6.0,12.5,15.0,31.3,18.0,37.5,9.0,18.8,27.0,56.3,20K127
3,2009,All Students,49,671.0,2.0,4.1,9.0,18.4,34.0,69.4,4.0,8.2,38.0,77.6,27Q225
5,2010,All Students,18,697.0,1.0,5.6,2.0,11.1,9.0,50.0,6.0,33.3,15.0,83.3,21K121
4,2006,All Students,52,650.0,9.0,17.3,17.0,32.7,22.0,42.3,4.0,7.7,26.0,50.0,09X004
3,2009,All Students,63,703.0,1.0,1.6,1.0,1.6,38.0,60.3,23.0,36.5,61.0,96.8,16K262
3,2009,All Students,132,699.0,0.0,0.0,2.0,1.5,89.0,67.4,41.0,31.1,130.0,98.5,25Q079
4,2011,All Students,124,703.0,1.0,0.8,22.0,17.7,48.0,38.7,53.0,42.7,101.0,81.5,25Q032
5,2010,All Students,125,692.0,10.0,8.0,25.0,20.0,49.0,39.2,41.0,32.8,90.0,72.0,20K186
All Grades,2010,All Students,211,,9.0,4.3,38.0,18.0,86.0,40.8,78.0,37.0,164.0,77.7,75K372
4,2009,All Students,201,688.0,4.0,2.0,13.0,6.5,128.0,63.7,56.0,27.9,184.0,91.5,29Q135
5,2007,All Students,72,648.0,13.0,18.1,21.0,29.2,36.0,50.0,2.0,2.8,38.0,52.8,12X217
All Grades,2008,All Students,829,,84.0,10.1,245.0,29.6,404.0,48.7,96.0,11.6,500.0,60.3,19K218
7,2008,All Students,212,686.0,5.0,2.4,16.0,7.5,109.0,51.4,82.0,38.7,191.0,90.1,21K303
6,2011,All Students,35,659.0,4.0,11.4,25.0,71.4,5.0,14.3,1.0,2.9,6.0,17.1,19K174
5,2010,All Students,36,697.0,1.0,2.8,3.0,8.3,18.0,50.0,14.0,38.9,32.0,88.9,26Q186
8,2006,All Students,106,638.0,21.0,19.8,52.0,49.1,30.0,28.3,3.0,2.8,33.0,31.1,09X218
4,2011,All Students,21,640.0,10.0,47.6,7.0,33.3,4.0,19.0,0.0,0.0,4.0,19.0,75Q023
8,2007,All Students,339,690.0,11.0,3.2,44.0,13.0,144.0,42.5,140.0,41.3,284.0,83.8,26Q074
All Grades,2007,All Students,283,,21.0,7.4,101.0,35.7,158.0,55.8,3.0,1.1,161.0,56.9,10X225
All Grades,2009,All Students,1177,,1.0,0.1,54.0,4.6,690.0,58.6,432.0,36.7,1122.0,95.3,31R034
7,2009,All Students,58,668.0,0.0,0.0,11.0,19.0,40.0,69.0,7.0,12.1,47.0,81.0,23K155
3,2007,All Students,78,674.0,4.0,5.1,9.0,11.5,48.0,61.5,17.0,21.8,65.0,83.3,29Q156
4,2010,All Students,97,677.0,5.0,5.2,41.0,42.3,41.0,42.3,10.0,10.3,51.0,52.6,09X042
6,2011,All Students,34,659.0,6.0,17.6,22.0,64.7,5.0,14.7,1.0,2.9,6.0,17.6,17K161
5,2008,All Students,71,644.0,13.0,18.3,28.0,39.4,29.0,40.8,1.0,1.4,30.0,42.3,23K150
3,2009,All Students,7,668.0,0.0,0.0,3.0,42.9,3.0,42.9,1.0,14.3,4.0,57.1,75K053
3,2006,All Students,63,669.0,8.0,12.7,8.0,12.7,40.0,63.5,7.0,11.1,47.0,74.6,17K399
6,2009,All Students,274,656.0,31.0,11.3,88.0,32.1,134.0,48.9,21.0,7.7,155.0,56.6,31R049
5,2009,All Students,112,692.0,3.0,2.7,7.0,6.3,47.0,42.0,55.0,49.1,102.0,91.1,24Q102
3,2011,All Students,86,670.0,29.0,33.7,39.0,45.3,17.0,19.8,1.0,1.2,18.0,20.9,31R031
All Grades,2006,All Students,222,,95.0,42.8,73.0,32.9,50.0,22.5,4.0,1.8,54.0,24.3,30Q235
5,2010,All Students,78,711.0,0.0,0.0,5.0,6.4,27.0,34.6,46.0,59.0,73.0,93.6,17K399
All Grades,2006,All Students,256,,18.0,7.0,34.0,13.3,100.0,39.1,104.0,40.6,204.0,79.7,03M166
4,2010,All Students,123,675.0,7.0,5.7,54.0,43.9,49.0,39.8,13.0,10.6,62.0,50.4,09X028
8,2009,All Students,57,654.0,2.0,3.5,22.0,38.6,29.0,50.9,4.0,7.0,33.0,57.9,23K165
7,2008,All Students,327,662.0,9.0,2.8,75.0,22.9,205.0,62.7,38.0,11.6,243.0,74.3,18K285
5,2006,All Students,25,568.0,21.0,84.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,75X723
4,2006,All Students,54,638.0,13.0,24.1,20.0,37.0,20.0,37.0,1.0,1.9,21.0,38.9,03M241
7,2006,All Students,45,627.0,7.0,15.6,31.0,68.9,7.0,15.6,0.0,0.0,7.0,15.6,10X228
7,2011,All Students,50,670.0,2.0,4.0,19.0,38.0,26.0,52.0,3.0,6.0,29.0,58.0,05M670
6,2011,All Students,119,715.0,2.0,1.7,11.0,9.2,11.0,9.2,95.0,79.8,106.0,89.1,02M126
5,2007,All Students,159,701.0,1.0,0.6,11.0,6.9,71.0,44.7,76.0,47.8,147.0,92.5,22K206
6,2006,All Students,85,642.0,15.0,17.6,33.0,38.8,36.0,42.4,1.0,1.2,37.0,43.5,19K328
3,2008,All Students,108,704.0,0.0,0.0,7.0,6.5,51.0,47.2,50.0,46.3,101.0,93.5,02M116
4,2006,All Students,68,655.0,12.0,17.6,14.0,20.6,34.0,50.0,8.0,11.8,42.0,61.8,05M129
All Grades,2007,All Students,203,,37.0,18.2,79.0,38.9,72.0,35.5,15.0,7.4,87.0,42.9,12X198
7,2011,All Students,255,688.0,8.0,3.1,51.0,20.0,76.0,29.8,120.0,47.1,196.0,76.9,25Q025
5,2008,All Students,163,691.0,2.0,1.2,13.0,8.0,86.0,52.8,62.0,38.0,148.0,90.8,22K217
All Grades,2008,All Students,318,,10.0,3.1,15.0,4.7,147.0,46.2,146.0,45.9,293.0,92.1,22K255
8,2011,All Students,142,658.0,27.0,19.0,69.0,48.6,44.0,31.0,2.0,1.4,46.0,32.4,12X217
All Grades,2008,All Students,507,,52.0,10.3,210.0,41.4,235.0,46.4,10.0,2.0,245.0,48.3,06M218
3,2009,All Students,60,686.0,0.0,0.0,3.0,5.0,45.0,75.0,12.0,20.0,57.0,95.0,30Q151
5,2009,All Students,61,674.0,4.0,6.6,6.0,9.8,40.0,65.6,11.0,18.0,51.0,83.6,13K046
All Grades,2008,All Students,188,,15.0,8.0,87.0,46.3,82.0,43.6,4.0,2.1,86.0,45.7,15K442
All Grades,2008,All Students,340,,25.0,7.4,44.0,12.9,222.0,65.3,49.0,14.4,271.0,79.7,15K024
3,2011,All Students,72,674.0,19.0,26.4,32.0,44.4,20.0,27.8,1.0,1.4,21.0,29.2,07X030
7,2007,All Students,89,647.0,9.0,10.1,37.0,41.6,37.0,41.6,6.0,6.7,43.0,48.3,23K327
5,2006,All Students,166,620.0,72.0,43.4,64.0,38.6,29.0,17.5,1.0,0.6,30.0,18.1,09X022
5,2009,All Students,127,706.0,0.0,0.0,3.0,2.4,53.0,41.7,71.0,55.9,124.0,97.6,31R058
4,2009,All Students,142,688.0,7.0,4.9,8.0,5.6,81.0,57.0,46.0,32.4,127.0,89.4,09X035
All Grades,2007,All Students,544,,46.0,8.5,122.0,22.4,290.0,53.3,86.0,15.8,376.0,69.1,06M153
3,2006,All Students,130,680.0,5.0,3.8,9.0,6.9,87.0,66.9,29.0,22.3,116.0,89.2,28Q161
All Grades,2010,All Students,398,,21.0,5.3,167.0,42.0,134.0,33.7,76.0,19.1,210.0,52.8,03M075
7,2006,All Students,96,634.0,21.0,21.9,41.0,42.7,28.0,29.2,6.0,6.3,34.0,35.4,29Q156
6,2006,All Students,118,620.0,43.0,36.4,55.0,46.6,19.0,16.1,1.0,0.8,20.0,16.9,17K352
All Grades,2010,All Students,369,,24.0,6.5,145.0,39.3,122.0,33.1,78.0,21.1,200.0,54.2,09X035
8,2007,All Students,182,672.0,11.0,6.0,36.0,19.8,92.0,50.5,43.0,23.6,135.0,74.2,05M499
5,2010,All Students,29,673.0,0.0,0.0,17.0,58.6,10.0,34.5,2.0,6.9,12.0,41.4,04M102
All Grades,2007,All Students,317,,0.0,0.0,25.0,7.9,177.0,55.8,115.0,36.3,292.0,92.1,04M012
All Grades,2010,All Students,216,,23.0,10.6,94.0,43.5,62.0,28.7,37.0,17.1,99.0,45.8,21K090
4,2006,All Students,73,645.0,22.0,30.1,11.0,15.1,32.0,43.8,8.0,11.0,40.0,54.8,12X057
5,2011,All Students,94,705.0,1.0,1.1,14.0,14.9,39.0,41.5,40.0,42.6,79.0,84.0,31R050
8,2010,All Students,521,695.0,20.0,3.8,118.0,22.6,192.0,36.9,191.0,36.7,383.0,73.5,24Q005
5,2007,All Students,84,663.0,7.0,8.3,15.0,17.9,48.0,57.1,14.0,16.7,62.0,73.8,07X005
All Grades,2007,All Students,370,,8.0,2.2,14.0,3.8,149.0,40.3,199.0,53.8,348.0,94.1,22K222
