air/lead_daily_summary.o3_AQI,air/lead_daily_summary.f0_,air/lead_daily_summary.f1_,air/lead_daily_summary.f2_,air/lead_daily_summary.f3_,air/lead_daily_summary.f4_,air/lead_daily_summary.f5_,air/lead_daily_summary.f6_,Day
,1.0622,0.0,1.0,100.0,Missouri,Jefferson,Herculaneum,2012-10-22
,0.41175,0.0,1.0,100.0,Missouri,Jefferson,Herculaneum,2012-12-16
,0.0199545454545454,0.0,1.0,100.0,Ohio,Marion,Marion,2015-06-26
,0.0514962765957447,0.0,1.0,100.0,Georgia,Bibb,Macon,2006-01-17
,0.2074999999999999,0.0,1.0,100.0,Indiana,Delaware,Muncie,2008-01-05
,0.0526666666666666,0.0,1.0,100.0,Missouri,Jefferson,Herculaneum,2016-06-10
,0.1310609195402299,0.0517241379310344,1.0,100.0,Illinois,Cook,Chicago,2004-11-29
,0.0108748466257668,0.0,1.0,100.0,Illinois,Cook,Chicago,2020-12-17
,0.0513066666666666,0.0,1.0,100.0,Missouri,Iron,Not in a city,2021-05-17
,0.1544210526315789,0.0,1.0,100.0,Missouri,Iron,Not in a city,2003-07-05
,0.016,0.0,1.0,100.0,Missouri,Iron,Not in a city,2021-11-20
,0.3961874999999999,0.0,1.0,100.0,Illinois,Cook,Schiller Park,1994-12-30
,0.5533333333333333,0.0,1.0,100.0,Pennsylvania,Berks,Laureldale,1999-09-05
,0.1363076923076923,0.0,1.0,100.0,Indiana,Delaware,Muncie,2009-05-11
,0.4723529411764706,0.0,1.0,100.0,Missouri,Iron,Not in a city,2001-08-20
,0.1642724334600758,0.2015209125475285,1.0,100.0,Idaho,Ada,Boise (corporate name Boise City),1987-08-01
,0.0053333333333333,0.0,1.0,100.0,Missouri,Iron,Not in a city,2021-12-19
,2.392,0.0,1.0,100.0,Missouri,Jefferson,Herculaneum,2007-09-16
,1.815875,0.0,1.0,100.0,Texas,Dallas,Dallas,2006-12-05
,0.2449999999999999,0.0,1.0,100.0,Colorado,Adams,Commerce City,1993-08-24
,0.0172777777777777,0.0,1.0,100.0,Ohio,Marion,Marion,2014-10-05
,0.0402222222222222,0.0,1.0,100.0,Missouri,Jefferson,Herculaneum,2009-01-18
,0.11,0.0,1.0,100.0,Texas,Dallas,Dallas,1997-10-18
,0.07,0.0,1.0,100.0,Texas,Dallas,Dallas,2001-09-11
,0.1495999999999999,0.0,1.0,100.0,Indiana,Delaware,Muncie,2004-03-24
,0.2854285714285714,0.0,1.0,100.0,Maine,Aroostook,Presque Isle,1981-05-07
,0.02487,0.0428571428571428,1.0,100.0,Idaho,Ada,Not in a city,2013-10-13
,0.47,0.0,1.0,100.0,Colorado,Denver,Denver,1983-01-28
,0.4347692307692308,0.0,1.0,100.0,Missouri,Iron,Not in a city,1995-07-04
,0.3892,0.0,1.0,100.0,Michigan,Wayne,Allen Park,2017-03-03
,0.0446666666666666,0.0,1.0,100.0,Missouri,Iron,Not in a city,2021-09-23
,0.7817500000000001,0.0,1.0,100.0,Missouri,Jefferson,Herculaneum,2011-04-22
,0.0114387654320987,0.0,1.0,100.0,Arizona,Gila,Not in a city,2021-06-27
,0.0111003409090909,0.0871212121212121,1.0,100.0,Idaho,Ada,Not in a city,2016-06-05
,0.2715141078838176,0.0331950207468879,1.0,100.0,Illinois,Cook,Chicago,1998-02-10
,0.0545999999999999,0.0,1.0,100.0,Missouri,Iron,Not in a city,2019-10-28
,0.5965263157894737,0.0,1.0,100.0,Missouri,Iron,Not in a city,2000-10-12
,0.945,0.0,1.0,100.0,Missouri,Jefferson,Herculaneum,2009-05-18
,1.0692857142857142,0.0,1.0,100.0,Missouri,Iron,Not in a city,2013-10-29
,0.6186666666666667,0.0,1.0,100.0,Illinois,Cook,Chicago,1994-06-03
,0.0106166666666666,0.0,1.0,100.0,Missouri,Iron,Not in a city,2019-02-15
,0.481090909090909,0.0,1.0,100.0,Pennsylvania,Berks,Laureldale,1987-09-10
,0.3714285714285714,0.0,1.0,100.0,Kentucky,Boyd,Not in a city,2011-02-04
,1.5912857142857144,0.0,1.0,100.0,Virginia,Fairfax,Groveton,2009-04-17
,0.2,0.0,1.0,100.0,Pennsylvania,Philadelphia,Philadelphia,1984-09-17
,1.921333333333333,0.0,1.0,100.0,Missouri,Iron,Not in a city,1995-08-21
,0.1741176470588235,0.0,1.0,100.0,Pennsylvania,Berks,Laureldale,1986-05-10
,0.1455369863013698,0.0,1.0,100.0,Georgia,Bibb,Macon,1996-05-01
,0.119,0.0,1.0,100.0,Texas,Dallas,Dallas,2001-05-08
