CONSOLIDATION,POLLING PLACE,POLLING PLACE STREET,POLLING PLACE CITY,POLLING PLACE ZIP,POLL TYPE,PRECINCT
900-7349A,ST PAUL PRESBYTERIAN CHURCH,5100 COLISEUM ST,LOS ANGELES,90016,CHURC,900-7349F
751-0008A,ANGELES MESA PRESBY CHURCH,3751 W 054TH ST,LOS ANGELES,90043,CHUR1,751-0008B
900-0533A,VAN NESS PARK RECREATION CTR,5720 002ND AVE,LOS ANGELES,90043,LACPR,900-0564A
900-2063A,KIPP EMPOWER ACADEMY,8466 S FIGUEROA ST,LOS ANGELES,90003,SC-PR,900-2645A
900-2373A,FIRST LUTHERAN CHURCH,3735 HUGHES AVE,LOS ANGELES,90034,CHUR1,900-2373B
900-5312C,KOREAN INSTITUTE OF SO CAL,4900 WILSHIRE BLVD,LOS ANGELES,90010,SC-PR,900-0237D
900-1485A,THE WORKMENS CIRCLE,1525 S ROBERTSON BLVD,LOS ANGELES,90035,BUS.,900-1485E
900-2471A,SECOND AME CHURCH,5500 S HOOVER ST,LOS ANGELES,90037,CHUR1,900-2471A
900-1492A,PALMS WESTMINISTER PRESBY CHR,2908 ROBERTSON PL,LOS ANGELES,90034,CHUR1,900-1492C
900-2124B,ANGELES MESA PRESBY CHURCH,3751 W 054TH ST,LOS ANGELES,90043,CHUR1,900-2132F
900-2323A,FIRE STATION #68,5023 W WASHINGTON BLVD,LOS ANGELES,90016,MISCP,900-2323B
900-2358A,NAZARETH HOUSE,3333 MANNING AVE,LOS ANGELES,90064,SRHMS,900-2369D
900-1942A,HARRIS HALL,635 W 035TH ST,LOS ANGELES,90089,SC-PR,900-1942A
900-2009A,BLUM & POE,2727 S LA CIENEGA BLVD,LOS ANGELES,90034,BUS.,900-2009C
900-7168B,ST JOHN EVANGELIST CHURCH,6021 VICTORIA AVE,LOS ANGELES,90043,CHURC,900-7168C
900-0006A,RESIDENCE,78 FREMONT PL,LOS ANGELES,90005,RES,900-0006E
900-2110B,JIM GILLIAM PARK,4000 S LA BREA AVE,LOS ANGELES,90008,LACPR,900-2110D
900-2280A,CARTHAY CENTER ELEM SCHOOL,6351 W OLYMPIC BLVD,LOS ANGELES,90048,LAUSD,900-2280D
900-2373A,FIRST LUTHERAN CHURCH,3735 HUGHES AVE,LOS ANGELES,90034,CHUR1,900-2373A
751-0012A,WINDSOR HILLS ELEMENTARY SCH,5215 OVERDALE DR,LOS ANGELES,90043,LAUSD,751-0012C
751-0001A,COMMUNITY YOUTH FOUNDATION,4828 CRENSHAW BLVD,LOS ANGELES,90043,SC-PR,751-0001C
900-2370A,ST MARYS CHURCH',3647 WATSEKA AVE,LOS ANGELES,90034,CHURC,900-2370E
900-2129B,ST JOHN EVANGELIST CHURCH,6021 VICTORIA AVE,LOS ANGELES,90043,CHURC,900-2126A
900-2481A,MT CARMEL RECREATION CTR,830 W 070TH ST,LOS ANGELES,90044,LACPR,900-2481B
900-2077A,CAMINO AL CIELO,1501 W MARTIN L KING JR BLVD,LOS ANGELES,90062,CHUR1,900-2077C
900-2022A,SOUTHERN CALIFORNIA LIBRARY,6120 S VERMONT AVE,LOS ANGELES,90044,BUS.,900-1975A
900-1782A,VINEYARD SENIOR CITIZEN CTR,2942 VINEYARD AVE,LOS ANGELES,90016,LACPR,900-1782E
900-3969C,ST ANDREWS BAPTIST CHURCH,1776 W 036TH PL,LOS ANGELES,90018,CHUR1,900-3969F
900-2132B,FAIRVIEW HEIGHTS BAPTIST CHR,640 HARGRAVE ST,INGLEWOOD,90302,CHUR1,900-0651A
900-2334A,ST PAUL PRESBYTERIAN CHURCH,5100 COLISEUM ST,LOS ANGELES,90016,CHURC,900-2334E
900-2247B,WESTSIDE JEWISH COMM CENTER,5870 W OLYMPIC BLVD,LOS ANGELES,90036,RELFA,900-2247C
900-5204A,NEW LIFE BIBLE CHURCH,6625 004TH AVE,LOS ANGELES,90043,CHURC,900-5204A
900-2370A,ST MARYS CHURCH',3647 WATSEKA AVE,LOS ANGELES,90034,CHURC,900-2370A
250-0001A,PURCHE AVE ELEMENTARY SCHOOL,13210 PURCHE AVE,GARDENA,90249,SCH-P,250-0046E
900-2097A,CHRIST THE GOOD SHEPHERD CHR,3303 W VERNON AVE,LOS ANGELES,90008,CHURC,900-2084A
900-2250A,PARK LA BREA,475 S CURSON AVE W,LOS ANGELES,90036,APTBL,900-2250A
900-2114A,FIRE STATION #94,4470 COLISEUM ST,LOS ANGELES,90016,FIRE,900-2114B
900-5303A,AROMA OF JESUS MISSION CHURCH,4323 W PICO BLVD,LOS ANGELES,90019,CHUR1,900-5303B
900-2370A,ST MARYS CHURCH',3647 WATSEKA AVE,LOS ANGELES,90034,CHURC,900-2370C
900-2472B,HARVARD RECREATION CENTER ,1535 W 062ND ST,LOS ANGELES,90047,LACPR,900-2472C
900-2489A,KNOLL RETIREMENT CENTER ,1018 W 083RD ST,LOS ANGELES,90044,SRHMS,900-2489C
900-1727A,ATHENS PARK,12603 S BROADWAY,LOS ANGELES,90061,MISCP,900-1727B
900-2107A,CONSOLIDATED BD OF REALTISTS ,3725 DON FELIPE DR,LOS ANGELES,90008,BUS.,900-2107B
900-0945B,54TH ST SEVENTH DAY ADVENTIST,1973 W 054TH ST,LOS ANGELES,90062,CHUR1,900-0945D
900-2179A,HORACE MANN MIDDLE SCHOOL,7001 S ST ANDREWS PL,LOS ANGELES,90047,LAUSD,900-2179B
900-1502A,CULVER PALMS CHURCH OF CHRIST,9733 VENICE BLVD,LOS ANGELES,90034,CHURC,900-1502C
767-0004A,GREATER TRUE VINE TEMPLE,9616 S NORMANDIE AVE,LOS ANGELES,90044,CHUR1,767-0004A
900-2140B,ANGELES MESA ELEMENTARY SCH,2611 W 052ND ST,LOS ANGELES,90043,LAUSD,900-2140D
751-0001A,COMMUNITY YOUTH FOUNDATION,4828 CRENSHAW BLVD,LOS ANGELES,90043,SC-PR,751-0002E
900-2492A,KNOLL RETIREMENT CENTER ,1018 W 083RD ST,LOS ANGELES,90044,SRHMS,900-2492E
900-5313A,WESTERN CHR OF  LOS ANGELES,1218 S FAIRFAX AVE,LOS ANGELES,90019,CHURC,900-5315C
900-2097A,CHRIST THE GOOD SHEPHERD CHR,3303 W VERNON AVE,LOS ANGELES,90008,CHURC,900-2097C
900-1785A,MESSIAH BAPTIST CHURCH,4500 W ADAMS BLVD,LOS ANGELES,90016,CHUR1,900-1785D
900-1583B,MENLO AVE ELEMENTARY SCHOOL,4156 MENLO AVE,LOS ANGELES,90037,LAUSD,900-1446B
900-0284C,ST MARKS METHODIST CHURCH,8305 S GRAMERCY PL,LOS ANGELES,90047,CHUR1,900-0284E
900-1762A,WEEMES ELEMENTARY SCHOOL,1260 W 036TH PL,LOS ANGELES,90007,LAUSD,900-1762B
270-0092A,I-COPP CENTER,2666 W IMPERIAL HWY,INGLEWOOD,90303,CITYO,270-0092A
250-0005A,ROWLEY PARK,13220 VAN NESS AVE,GARDENA,90249,CITYO,250-0005E
900-2339B,LONGWOOD MANOR,4853 W WASHINGTON BLVD,LOS ANGELES,90016,SRHMS,900-2340A
900-1457A,MT CALVARY LUTHERAN CHURCH,436 S BEVERLY DR,BEVERLY HILLS,90212,CHUR1,900-2422A
900-2500A,CHURCH OF THE LIVING GOD ,9800 S WESTERN AVE,LOS ANGELES,90047,CHUR1,900-2500F
900-2893A,FIRST LUTHERAN CHURCH,3735 HUGHES AVE,LOS ANGELES,90034,CHUR1,900-2893A
900-2454A,EXPO CENTER,3990 MENLO AVE,LOS ANGELES,90037,LACPR,900-2454D
900-1799A,BRET HARTE MIDDLE SCHOOL,9301 S HOOVER ST,LOS ANGELES,90044,LAUSD,900-1799B
900-2110B,JIM GILLIAM PARK,4000 S LA BREA AVE,LOS ANGELES,90008,LACPR,900-2110F
900-1480A,CONGREGATION OHEL MOSHE,8765 W PICO BLVD,LOS ANGELES,90035,RELFA,900-1480A
900-5322A,L.A.P.D. OPERATIONS WEST,4849 VENICE BLVD,LOS ANGELES,90019,MISCP,900-5322F
900-2461A,ST JOHN BAPTIST CHURCH,946 W 049TH ST,LOS ANGELES,90037,CHURC,900-2461G
900-5315A,WESTERN CHR OF  LOS ANGELES,1218 S FAIRFAX AVE,LOS ANGELES,90019,CHURC,900-5315B
900-2373A,FIRST LUTHERAN CHURCH,3735 HUGHES AVE,LOS ANGELES,90034,CHUR1,900-2955D
900-2128A,NAT`L COUNCIL OF NEGRO WOMEN,3720 W 054TH ST,LOS ANGELES,90043,CLUB,900-2128J
751-0009B,ANGELES MESA PRESBY CHURCH,3751 W 054TH ST,LOS ANGELES,90043,CHUR1,751-0005G
900-1291A,PALMS WESTMINSTER PRESBY CHR,2908 ROBERTSON PL,LOS ANGELES,90034,CHUR1,900-2064A
900-0554A,OUR SAVIOR PARISH CHURCH,844 W 032ND ST,LOS ANGELES,90007,CHUR1,900-0554B
900-1246A,KING JESUS BIBLE WAY CHURCH,11737 S FIGUEROA ST,LOS ANGELES,90061,CHUR1,900-5207E
900-0944A,MAILBOXES & MORE 24/7,3520 OVERLAND AVE,LOS ANGELES,90034,BUS.,900-0944C
900-1111A,CULVER PALMS CHURCH OF CHRIST,9733 VENICE BLVD,LOS ANGELES,90034,CHURC,900-1111A
900-2177A,A RENEE & M LUSKIN ACADEMY HS,2941 W 070TH ST,LOS ANGELES,90043,LAUSD,900-2177C
900-2127A,CHRIST TEMPLE CHURCH,3125 W 054TH ST,LOS ANGELES,90043,CHUR1,900-2127F
767-0020A,FIRST SAMOAN CHURCH OF LA,1749 W 125TH ST,LOS ANGELES,90047,CHUR1,767-0020D
900-2358A,NAZARETH HOUSE,3333 MANNING AVE,LOS ANGELES,90064,SRHMS,900-2369B
751-0004A,CHRIST THE GOOD SHEPHERD CHR,3303 W VERNON AVE,LOS ANGELES,90008,CHURC,751-0004C
900-1623A,KOREAN INSTITUTE OF SO CAL,4900 WILSHIRE BLVD,LOS ANGELES,90010,SC-PR,900-1623D
900-1787A,SMYRNA 7TH DAY ADVENTIST,4394 W WASHINGTON BLVD,LOS ANGELES,90016,CHUR1,900-1787B
900-3958A,WEST BETHEL PRESBYTERIAN CHR,857 S LA BREA AVE,LOS ANGELES,90036,CHUR1,900-3958D
900-2499A,LA SALLE AVENUE ELEMENTARY,8715 LA SALLE AVE,LOS ANGELES,90047,LAUSD,900-2499E
900-1434A,ATHENS PARK,12603 S BROADWAY,LOS ANGELES,90061,MISCP,900-1434C
900-0002A,PALMS MIDDLE SCHOOL,10860 WOODBINE ST,LOS ANGELES,90034,LAUSD,900-1211A
900-1490A,PALMS WESTMINISTER PRESBY CH,2908 ROBERTSON PL,LOS ANGELES,90034,CHUR1,900-1490E
900-1551A,COUNTRY VILLA NORTH,3233 W PICO BLVD,LOS ANGELES,90019,SRHMS,900-1720A
250-0007A,LAS FLORES CONV HOME,14165 PURCHE AVE,GARDENA,90249,SRHMS,250-0007B
767-0003A,BRET HARTE MIDDLE SCHOOL,9301 S HOOVER ST,LOS ANGELES,90044,LAUSD,767-0003C
900-3229A,RANCHO CIENEGA PARK BLDG,5001 RODEO RD,LOS ANGELES,90016,LACPR,900-3229F
900-1465C,MT CALVARY LUTHERAN CHURCH,436 S BEVERLY DR,BEVERLY HILLS,90212,CHUR1,900-3741D
767-0014A,FIRST NEW CHRISTIAN CHURCH,1555 W 108TH ST,LOS ANGELES,90047,CHUR1,767-0014B
900-1535A,CULVER CITY ELKS LODGE 1917,11160 WASHINGTON PL,CULVER CITY,90232,CLUB,900-1535D
767-0024A,FAITH UNITED METHODIST CHR,1713 W 108TH ST,LOS ANGELES,90047,CHUR1,767-0024D
900-1719A,ST JOHN BAPTIST CHURCH,946 W 049TH ST,LOS ANGELES,90037,CHURC,900-1719C
900-2247B,WESTSIDE JEWISH COMM CENTER,5870 W OLYMPIC BLVD,LOS ANGELES,90036,RELFA,900-2247E
900-2116A,CONSOLIDATED BD OF REALTISTS ,3725 DON FELIPE DR,LOS ANGELES,90008,BUS.,900-2116B
900-2497A,ST ANDREWS RECREATION CENTER,8701 S ST ANDREWS PL,LOS ANGELES,90047,LACPR,900-2497C
900-2287A,CARTHAY CENTER ELEM SCHOOL,6351 W OLYMPIC BLVD,LOS ANGELES,90048,LAUSD,900-2865B
767-0022A,FIRST NEW CHRISTIAN CHURCH,1555 W 108TH ST,LOS ANGELES,90047,CHUR1,767-0022D
900-2342B,ZOE CHRISTIAN FELLOWSHIP CHR,5315 W ADAMS BLVD,LOS ANGELES,90016,CHUR1,900-2345E
900-0288A,ST ANDREWS RECREATION CENTER,8701 S ST ANDREWS PL,LOS ANGELES,90047,LACPR,900-2468B
900-2500A,CHURCH OF THE LIVING GOD ,9800 S WESTERN AVE,LOS ANGELES,90047,CHUR1,900-2500B
900-2214A,ST MARKS METHODIST CHURCH,8305 S GRAMERCY PL,LOS ANGELES,90047,CHUR1,900-2215E
900-1454A,HEYLER REALTY,10659 W PICO BLVD,LOS ANGELES,90064,BUS.,900-1259B
900-2316A,FIRST PRESBYTERIAN CHURCH,1809 WEST BLVD,LOS ANGELES,90019,CHURC,900-2316C
767-0011A,FAITH UNITED METHODIST CHR,1713 W 108TH ST,LOS ANGELES,90047,CHUR1,767-0011E
900-2190A,L.A.P.D. OPERATIONS WEST,4849 VENICE BLVD,LOS ANGELES,90019,MISCP,900-2190B
900-1455A,PALMS RECREATION CENTER,2950 OVERLAND AVE,LOS ANGELES,90064,LACPR,900-1211B
900-7230A,WEST BETHEL PRESBYTERIAN CHR,857 S LA BREA AVE,LOS ANGELES,90036,CHUR1,900-7230A
900-5322A,L.A.P.D. OPERATIONS WEST,4849 VENICE BLVD,LOS ANGELES,90019,MISCP,900-5322H
900-1470B,WESTSIDE MANOR,1224 S NORTON AVE,LOS ANGELES,90019,MISCP,900-1470F
250-0007A,LAS FLORES CONV HOME,14165 PURCHE AVE,GARDENA,90249,SRHMS,250-0007C
900-1474C,NAZARETH HOUSE,3333 MANNING AVE,LOS ANGELES,90064,SRHMS,900-1474E
900-2211A,KRST UNITY CENTER,1811 W 078TH PL,LOS ANGELES,90047,CHURC,900-2212D
900-2025B,MT CARMEL RECREATION CTR,830 W 070TH ST,LOS ANGELES,90044,LACPR,900-1974A
900-2067D,COLISEUM ST ELEM SCHOOL,4400 COLISEUM ST,LOS ANGELES,90016,LAUSD,900-2068B
767-0022A,FIRST NEW CHRISTIAN CHURCH,1555 W 108TH ST,LOS ANGELES,90047,CHUR1,767-0022E
900-3229A,RANCHO CIENEGA PARK BLDG,5001 RODEO RD,LOS ANGELES,90016,LACPR,900-3229C
900-2129B,ST JOHN EVANGELIST CHURCH,6021 VICTORIA AVE,LOS ANGELES,90043,CHURC,900-2129B
900-2298A,WESTERN CHR OF  LOS ANGELES,1218 S FAIRFAX AVE,LOS ANGELES,90019,CHURC,900-2298E
900-2502A,ST ANDREWS RECREATION CENTER,8701 S ST ANDREWS PL,LOS ANGELES,90047,LACPR,900-2502E
900-2362A,PALMS WESTMINISTER PRESBY CHR,2908 ROBERTSON PL,LOS ANGELES,90034,CHUR1,900-2362H
900-2893A,FIRST LUTHERAN CHURCH,3735 HUGHES AVE,LOS ANGELES,90034,CHUR1,900-1983B
900-5321A,TOM BRADLEY FAMILY CENTER,5213 W PICO BLVD,LOS ANGELES,90019,COMMU,900-5321B
900-2890A,CULVER CITY ELKS LODGE 1917,11160 WASHINGTON PL,CULVER CITY,90232,CLUB,900-2890A
900-2303A,PALMS WESTMINISTER PRESBY CH,2908 ROBERTSON PL,LOS ANGELES,90034,CHUR1,900-2303E
900-1024A,VERMONT AVE ELEMENTARY SCH,1435 W 027TH ST,LOS ANGELES,90007,LAUSD,900-1024C
900-2330A,SMYRNA 7TH DAY ADVENTIST,4394 W WASHINGTON BLVD,LOS ANGELES,90016,CHUR1,900-2329A
900-1175A,ROBERTSON RECREATION CENTER,1641 PREUSS RD,LOS ANGELES,90035,LACPR,900-1175C
900-1457A,MT CALVARY LUTHERAN CHURCH,436 S BEVERLY DR,BEVERLY HILLS,90212,CHUR1,900-1458A
900-2302A,MARVIN AVE ELEMENTARY SCHOOL,2411 MARVIN AVE,LOS ANGELES,90016,LAUSD,900-2324E
900-2459A,ST CECILIA CATHOLIC CHURCH,4230 S NORMANDIE AVE,LOS ANGELES,90037,CHUR1,900-2456E
767-0014A,FIRST NEW CHRISTIAN CHURCH,1555 W 108TH ST,LOS ANGELES,90047,CHUR1,767-0014D
900-2482A,MT CARMEL RECREATION CTR,830 W 070TH ST,LOS ANGELES,90044,LACPR,900-2482E
900-5310A,FIRE STATION #61,5821 W 003RD ST,LOS ANGELES,90036,MISCP,900-5310A
900-2136A,BROOKINS DEVELOPMENT CTR,4831 S GRAMERCY PL,LOS ANGELES,90062,CHUR1,900-2136D
900-2207A,GUIDANCE CHR OF REL SCIENCE ,7225 CRENSHAW BLVD,LOS ANGELES,90043,CHUR1,900-2208B
900-2025B,MT CARMEL RECREATION CTR,830 W 070TH ST,LOS ANGELES,90044,LACPR,900-2025C
900-0285A,KRST UNITY CENTER,1811 W 078TH PL,LOS ANGELES,90047,CHURC,900-0285C
900-5313A,WESTERN CHR OF  LOS ANGELES,1218 S FAIRFAX AVE,LOS ANGELES,90019,CHURC,900-5315F
900-1984B,FIRE STATION #43,3690 MOTOR AVE,LOS ANGELES,90034,MISCP,900-1983D
900-1779C,BRADLEY MAGNET SCHOOL,3875 DUBLIN AVE,LOS ANGELES,90008,LAUSD,900-1779E
900-2893A,FIRST LUTHERAN CHURCH,3735 HUGHES AVE,LOS ANGELES,90034,CHUR1,900-1984A
250-0002A,PURCHE AVE ELEMENTARY SCHOOL,13210 PURCHE AVE,GARDENA,90249,SCH-P,250-0002E
751-0008A,ANGELES MESA PRESBY CHURCH,3751 W 054TH ST,LOS ANGELES,90043,CHUR1,751-0008C
900-2207A,GUIDANCE CHR OF REL SCIENCE ,7225 CRENSHAW BLVD,LOS ANGELES,90043,CHUR1,900-2207E
900-2502A,ST ANDREWS RECREATION CENTER,8701 S ST ANDREWS PL,LOS ANGELES,90047,LACPR,900-2502A
900-2323A,FIRE STATION #68,5023 W WASHINGTON BLVD,LOS ANGELES,90016,MISCP,900-2000B
900-1768A,HOLY NAME OF JESUS CHURCH,2186 W 031ST ST,LOS ANGELES,90018,CHURC,900-1760B
900-2356A,ST PAUL PRESBYTERIAN CHURCH,5100 COLISEUM ST,LOS ANGELES,90016,CHURC,900-2356A
751-0006A,ANGELES MESA PRESBY CHURCH,3751 W 054TH ST,LOS ANGELES,90043,CHUR1,751-0005C
900-2124B,ANGELES MESA PRESBY CHURCH,3751 W 054TH ST,LOS ANGELES,90043,CHUR1,900-2130A
767-0022A,FIRST NEW CHRISTIAN CHURCH,1555 W 108TH ST,LOS ANGELES,90047,CHUR1,767-0022B
751-0001A,COMMUNITY YOUTH FOUNDATION,4828 CRENSHAW BLVD,LOS ANGELES,90043,SC-PR,751-0001B
900-2333B,CAMEO WOODS,3648 KALSMAN DR,LOS ANGELES,90016,APT,900-2333C
900-3958A,WEST BETHEL PRESBYTERIAN CHR,857 S LA BREA AVE,LOS ANGELES,90036,CHUR1,900-3958B
900-2322B,ST ELMO VILLAGE INCORPORATION,4830 ST ELMO DR,LOS ANGELES,90019,BUS.,900-1995A
900-2908A,MESSIAH LUTHERAN CHURCH,1149 W MANCHESTER AVE,LOS ANGELES,90044,CHURC,900-2908B
900-2156A,54TH ST SEVENTH DAY ADVENTIST,1973 W 054TH ST,LOS ANGELES,90062,CHUR1,900-2156C
900-7211A,QUEEN ANNE RECREATION CENTER,1240 WEST BLVD,LOS ANGELES,90019,LACPR,900-7211B
900-2342B,ZOE CHRISTIAN FELLOWSHIP CHR,5315 W ADAMS BLVD,LOS ANGELES,90016,CHUR1,900-2342C
900-2491A,RITA WALTERS LEARNING COMPLEX,915 W MANCHESTER AVE,LOS ANGELES,90044,MISCP,900-2491A
900-1456A,FIRE STATION #92,10556 W PICO BLVD,LOS ANGELES,90064,MISCP,900-1456C
900-1525A,PALMS MIDDLE SCHOOL,10860 WOODBINE ST,LOS ANGELES,90034,LAUSD,900-0002E
900-2496B,BRET HARTE MIDDLE SCHOOL,9301 S HOOVER ST,LOS ANGELES,90044,LAUSD,900-2496B
900-5310A,FIRE STATION #61,5821 W 003RD ST,LOS ANGELES,90036,MISCP,900-5310B
900-2285A,NAZARETH HOUSE,3333 MANNING AVE,LOS ANGELES,90064,SRHMS,900-1293A
900-2496A,COMMUNITY CHURCH OF L A,10611 S HOOVER ST,LOS ANGELES,90044,CHUR1,900-2510D
900-5405A,ST ANDREWS HEALTH CARE,2300 W WASHINGTON BLVD,LOS ANGELES,90018,SRHMS,900-5405C
900-1684A,VERMONT AVE ELEMENTARY SCH,1435 W 027TH ST,LOS ANGELES,90007,LAUSD,900-1684C
767-0024A,FAITH UNITED METHODIST CHR,1713 W 108TH ST,LOS ANGELES,90047,CHUR1,767-0024E
900-3958A,WEST BETHEL PRESBYTERIAN CHR,857 S LA BREA AVE,LOS ANGELES,90036,CHUR1,900-3958C
900-1769C,HOLY NAME OF JESUS CHURCH,2186 W 031ST ST,LOS ANGELES,90018,CHURC,900-1768F
900-2285A,NAZARETH HOUSE,3333 MANNING AVE,LOS ANGELES,90064,SRHMS,900-1474B
767-0017A,KING JESUS BIBLE WAY CHURCH,11737 S FIGUEROA ST,LOS ANGELES,90061,CHUR1,767-0017A
900-2345A,RANCHO CIENEGA PARK BLDG,5001 RODEO RD,LOS ANGELES,90016,LACPR,900-2007A
250-0005A,ROWLEY PARK,13220 VAN NESS AVE,GARDENA,90249,CITYO,250-0005F
900-2068A,COLISEUM ST ELEM SCHOOL,4400 COLISEUM ST,LOS ANGELES,90016,LAUSD,900-2068A
900-1290A,CASTLE HEIGHTS ELEM SCHOOL,9755 CATTARAUGUS AVE,LOS ANGELES,90034,LAUSD,900-2285D
900-2507A,MT HEBRON BAPTIST CHURCH,10219 S WESTERN AVE,LOS ANGELES,90047,CHUR1,900-2507E
751-0006A,ANGELES MESA PRESBY CHURCH,3751 W 054TH ST,LOS ANGELES,90043,CHUR1,751-0005D
900-0533A,VAN NESS PARK RECREATION CTR,5720 002ND AVE,LOS ANGELES,90043,LACPR,900-0533B
900-5316A,COCHRAN AV BAPTIST CHURCH,1304 S COCHRAN AVE,LOS ANGELES,90019,CHURC,900-5316C
767-0006A,FAITH UNITED METHODIST CHR,1713 W 108TH ST,LOS ANGELES,90047,CHUR1,767-0008C
900-2358A,NAZARETH HOUSE,3333 MANNING AVE,LOS ANGELES,90064,SRHMS,900-2358D
900-0288A,ST ANDREWS RECREATION CENTER,8701 S ST ANDREWS PL,LOS ANGELES,90047,LACPR,900-0288C
900-2322B,ST ELMO VILLAGE INCORPORATION,4830 ST ELMO DR,LOS ANGELES,90019,BUS.,900-1995C
900-7221A,WESTSIDE JEWISH COMM CENTER,5870 W OLYMPIC BLVD,LOS ANGELES,90036,RELFA,900-7221D
900-0945B,54TH ST SEVENTH DAY ADVENTIST,1973 W 054TH ST,LOS ANGELES,90062,CHUR1,900-0945C
900-1000C,LOREN MILLER PARK,2717 HALLDALE AVE,LOS ANGELES,90018,LACPR,900-1741B
900-0284C,ST MARKS METHODIST CHURCH,8305 S GRAMERCY PL,LOS ANGELES,90047,CHUR1,900-0284F
900-2323A,FIRE STATION #68,5023 W WASHINGTON BLVD,LOS ANGELES,90016,MISCP,900-5494F
900-5310A,FIRE STATION #61,5821 W 003RD ST,LOS ANGELES,90036,MISCP,900-5310F
900-1175A,ROBERTSON RECREATION CENTER,1641 PREUSS RD,LOS ANGELES,90035,LACPR,900-3741C
900-5307A,WESTSIDE JEWISH COMM CENTER,5870 W OLYMPIC BLVD,LOS ANGELES,90036,RELFA,900-7228D
900-2129B,ST JOHN EVANGELIST CHURCH,6021 VICTORIA AVE,LOS ANGELES,90043,CHURC,900-2129E
900-2177A,A RENEE & M LUSKIN ACADEMY HS,2941 W 070TH ST,LOS ANGELES,90043,LAUSD,900-2177A
900-1457A,MT CALVARY LUTHERAN CHURCH,436 S BEVERLY DR,BEVERLY HILLS,90212,CHUR1,900-2422B
900-1471A,ROBERTSON RECREATION CENTER,1641 PREUSS RD,LOS ANGELES,90035,LACPR,900-1471B
900-2503A,CHURCH OF THE LIVING GOD ,9800 S WESTERN AVE,LOS ANGELES,90047,CHUR1,900-2446A
900-2299A,THE WORKMENS CIRCLE,1525 S ROBERTSON BLVD,LOS ANGELES,90035,BUS.,900-2299C
900-2163A,VAN NESS PARK RECREATION CTR,5720 002ND AVE,LOS ANGELES,90043,LACPR,900-2163F
900-1956A,OUR SAVIOR PARISH CHURCH,844 W 032ND ST,LOS ANGELES,90007,CHUR1,900-2787A
900-3210A,HARRIS HALL,635 W 035TH ST,LOS ANGELES,90089,SC-PR,900-3210A
900-2306A,FIRST PRESBYTERIAN CHURCH,1809 WEST BLVD,LOS ANGELES,90019,CHURC,900-2306A
900-4218A,LIBERAL ARTS MASONIC LODGE,2244 WESTWOOD BLVD,LOS ANGELES,90064,RELFA,900-4218A
900-1621A,RESIDENCE,160 S WINDSOR BLVD,LOS ANGELES,90004,RES,900-1621E
751-0009B,ANGELES MESA PRESBY CHURCH,3751 W 054TH ST,LOS ANGELES,90043,CHUR1,751-0005B
900-1613D,RESIDENCE,171 S CITRUS AVE,LOS ANGELES,90036,RES,900-1190B
900-1257B,WESTFIELD CENTURY CITY,1801 AVE,LOS ANGELES,90067,BUS.,900-0528B
900-2287A,CARTHAY CENTER ELEM SCHOOL,6351 W OLYMPIC BLVD,LOS ANGELES,90048,LAUSD,900-2865C
900-2265B,PARK LA BREA,475 S CURSON AVE W,LOS ANGELES,90036,APTBL,900-2265E
900-1474C,NAZARETH HOUSE,3333 MANNING AVE,LOS ANGELES,90064,SRHMS,900-1474F
900-0944A,MAILBOXES & MORE 24/7,3520 OVERLAND AVE,LOS ANGELES,90034,BUS.,900-0944B
900-1474C,NAZARETH HOUSE,3333 MANNING AVE,LOS ANGELES,90064,SRHMS,900-1474C
900-1984B,FIRE STATION #43,3690 MOTOR AVE,LOS ANGELES,90034,MISCP,900-1984B
767-0023A,FIRST NEW CHRISTIAN CHURCH,1555 W 108TH ST,LOS ANGELES,90047,CHUR1,767-0023E
900-2358A,NAZARETH HOUSE,3333 MANNING AVE,LOS ANGELES,90064,SRHMS,900-2358C
900-2908A,MESSIAH LUTHERAN CHURCH,1149 W MANCHESTER AVE,LOS ANGELES,90044,CHURC,900-2215A
900-1799A,BRET HARTE MIDDLE SCHOOL,9301 S HOOVER ST,LOS ANGELES,90044,LAUSD,900-3029B
900-2466A,SECOND AME CHURCH,5500 S HOOVER ST,LOS ANGELES,90037,CHUR1,900-2466C
900-2324A,THE JEFFREY FOUNDATION CENTER,5443 W WASHINGTON BLVD,LOS ANGELES,90016,SC-PR,900-2324A
900-2166A,HARVARD RECREATION CENTER ,1535 W 062ND ST,LOS ANGELES,90047,LACPR,900-2166F
900-1465C,MT CALVARY LUTHERAN CHURCH,436 S BEVERLY DR,BEVERLY HILLS,90212,CHUR1,900-2416A
900-1956A,OUR SAVIOR PARISH CHURCH,844 W 032ND ST,LOS ANGELES,90007,CHUR1,900-1956B
900-1764A,ST PAUL EVANGELICAL LUTH CHR,3901 W ADAMS BLVD,LOS ANGELES,90018,CHURC,900-1732C
751-0012A,WINDSOR HILLS ELEMENTARY SCH,5215 OVERDALE DR,LOS ANGELES,90043,LAUSD,751-0003B
900-2080A,LOS ANGELES SENTINEL,3800 CRENSHAW BLVD,LOS ANGELES,90008,BUS.,900-2080A
900-2073A,MARTIN LUTHER KING REC CTR,3916 S WESTERN AVE,LOS ANGELES,90062,LACPR,900-2073C
900-1716A,ARLINGTON HEIGHTS ELEM SCH,1717 007TH AVE,LOS ANGELES,90019,LAUSD,900-1572C
