DBN,sch_type,location,enrollment,borough,principal,studentsurvey,rr_s,rr_t,rr_p,N_s,N_t,N_p,nr_s,nr_t,nr_p,saf_p_10,com_p_10,eng_p_10,aca_p_10,saf_t_10,com_t_10,eng_t_10,aca_t_10,saf_s_10,com_s_10,eng_s_10,aca_s_10,saf_tot_10,com_tot_10,eng_tot_10,aca_tot_10,p_q2i,p_q7a,p_q7b,p_q7c,p_q7d,p_q8a,p_q8b,p_q8c,p_q8d,p_q8e,p_q8f,p_q2b,p_q2d,p_q2f,p_q2g,p_q2h,p_q3a,p_q3b,p_q4b,p_q4c,p_q11c,p_q2a,p_q2c,p_q2e,p_q3c,p_q6,p_q11d,p_q11e,p_q5,p_q4a,p_q4d,p_q4e,p_q11a,p_q11b,p_q11f,p_q1,p_q3d,p_q9,p_q10,p_q12aa,p_q12ab,p_q12ac,p_q12ad,p_q12ba,p_q12bb,p_q12bc,p_q12bd,p_q1_1,p_q1_2,p_q1_3,p_q1_4,p_q1_5,p_q1_6,p_q1_7,p_q1_8,p_q1_9,p_q1_10,p_q1_11,p_q1_12,p_q1_13,p_q1_14,p_q2a_1,p_q2a_2,p_q2a_3,p_q2a_4,p_q2a_5,p_q2b_1,p_q2b_2,p_q2b_3,p_q2b_4,p_q2b_5,p_q2c_1,p_q2c_2,p_q2c_3,p_q2c_4,p_q2c_5,p_q2d_1,p_q2d_2,p_q2d_3,p_q2d_4,p_q2d_5,p_q2e_1,p_q2e_2,p_q2e_3,p_q2e_4,p_q2e_5,p_q2f_1,p_q2f_2,p_q2f_3,p_q2f_4,p_q2f_5,p_q2g_1,p_q2g_2,p_q2g_3,p_q2g_4,p_q2g_5,p_q2h_1,p_q2h_2,p_q2h_3,p_q2h_4,p_q2h_5,p_q2i_1,p_q2i_2,p_q2i_3,p_q2i_4,p_q2i_5,p_q3a_1,p_q3a_2,p_q3a_3,p_q3a_4,p_q3a_5,p_q3b_1,p_q3b_2,p_q3b_3,p_q3b_4,p_q3b_5,p_q3c_1,p_q3c_2,p_q3c_3,p_q3c_4,p_q3c_5,p_q3d_1,p_q3d_2,p_q3d_3,p_q3d_4,p_q3d_5,p_q4a_1,p_q4a_2,p_q4a_3,p_q4a_4,p_q4a_5,p_q4b_1,p_q4b_2,p_q4b_3,p_q4b_4,p_q4b_5,p_q4c_1,p_q4c_2,p_q4c_3,p_q4c_4,p_q4c_5,p_q4d_1,p_q4d_2,p_q4d_3,p_q4d_4,p_q4d_5,p_q4e_1,p_q4e_2,p_q4e_3,p_q4e_4,p_q4e_5,p_q5a,p_q5b,p_q5c,p_q5d,p_q5e,p_q5f,p_q5g,p_q5h,p_q5i,p_q5j,p_q6_1,p_q6_2,p_q6_3,p_q6_4,p_q6_5,p_q7a_1,p_q7a_2,p_q7a_3,p_q7a_4,p_q7a_5,p_q7b_1,p_q7b_2,p_q7b_3,p_q7b_4,p_q7b_5,p_q7c_1,p_q7c_2,p_q7c_3,p_q7c_4,p_q7c_5,p_q7d_1,p_q7d_2,p_q7d_3,p_q7d_4,p_q7d_5,p_q8a_1,p_q8a_2,p_q8a_3,p_q8a_4,p_q8a_5,p_q8b_1,p_q8b_2,p_q8b_3,p_q8b_4,p_q8b_5,p_q8c_1,p_q8c_2,p_q8c_3,p_q8c_4,p_q8c_5,p_q8d_1,p_q8d_2,p_q8d_3,p_q8d_4,p_q8d_5,p_q8e_1,p_q8e_2,p_q8e_3,p_q8e_4,p_q8e_5,p_q8f_1,p_q8f_2,p_q8f_3,p_q8f_4,p_q8f_5,p_q9_1,p_q9_2,p_q9_3,p_q9_4,p_q9_5,p_q9_6,p_q9_7,p_q9_8,p_q9_9,p_q9_10,p_q10a,p_q10b,p_q10c,p_q10d,p_q10e,p_q10f,p_q10g,p_q10h,p_q10i,p_q10j,p_q10k,p_q10l,p_q11a_1,p_q11a_2,p_q11a_3,p_q11a_4,p_q11b_1,p_q11b_2,p_q11b_3,p_q11b_4,p_q11c_1,p_q11c_2,p_q11c_3,p_q11c_4,p_q11d_1,p_q11d_2,p_q11d_3,p_q11d_4,p_q11e_1,p_q11e_2,p_q11e_3,p_q11e_4,p_q11f_1,p_q11f_2,p_q11f_3,p_q11f_4,p_q12aa_1,p_q12aa_2,p_q12aa_3,p_q12aa_4,p_q12aa_5,p_q12ab_1
30Q150,Elementary School,P.S. 150 Queens,1144,QUEENS,Carmen Parache,Yes,99,75,68,117,71,695,118,95,1015,8.7,7.7,7.8,8.1,8,5.9,6.4,7.2,7.3,6.4,7.4,8.4,8,6.7,7.2,7.9,7.5,8.5,8.2,8,8,8,9.1,9.3,9.4,9.9,9.9,7.7,7.9,8.1,7.9,7.7,7.3,6.7,8,8.4,7.6,8.2,7.7,7.6,8.5,7.4,7.6,7.6,8.1,8.1,8.1,NA,8.6,7.7,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16,12,12,12,16,13,8,0,0,0,0,0,0,52,44,2,2,0,39,53,5,2,0,39,51,6,2,1,46,45,5,2,2,28,40,4,1,28,49,46,3,1,0,40,47,2,1,9,41,47,9,1,1,35,47,7,2,9,33,37,22,6,2,31,32,20,9,9,38,36,19,4,3,29,29,28,10,4,45,44,6,1,4,40,51,6,2,1,48,45,5,1,1,43,46,4,2,5,NA,NA,NA,NA,NA,45,51,14,20,14,28,8,55,13,16,31,50,11,3,5,51,44,3,1,2,45,46,6,1,2,41,47,4,2,5,42,44,3,1,9,40,21,6,3,30,63,11,3,2,21,64,7,2,2,25,66,8,1,1,24,76,1,0,0,22,75,1,1,0,23,10,13,15,6,8,9,4,20,13,2,38,40,10,66,14,7,44,10,8,51,2,3,62,34,3,1,42,49,8,1,40,51,8,2,39,51,9,2,38,54,6,2,45,48,4,2,21,41,10,5,23,22
30Q151,Elementary School,P.S. 151 Mary D. Carter,544,QUEENS,Jason Goldner,No,,43,43,,24,211,,56,488,8.1,7.1,7.2,7.4,6.7,5.5,6.1,6.8,,,,,7.4,6.3,6.6,7.1,6.7,7.7,7.6,7.3,7.3,6.7,8.4,9,8.8,9.7,9.6,6.7,7.4,7.4,7.4,6.9,6.7,6.5,7.2,7.6,7.2,7.2,6.9,7.1,8.3,6.2,7.3,7.4,7.4,7.3,7.2,NA,7.9,7.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,14,18,11,17,16,11,0,0,0,0,0,0,0,30,60,6,4,0,20,63,11,4,1,22,63,6,5,3,33,58,6,2,1,18,48,4,2,28,30,63,4,2,0,28,61,3,3,6,24,59,9,4,3,21,55,9,6,10,32,30,19,12,6,31,30,18,10,11,41,33,13,5,8,29,29,26,10,7,24,57,9,2,8,21,61,10,4,4,32,55,7,3,2,24,57,8,4,7,NA,NA,NA,NA,NA,41,13,10,8,7,39,8,47,11,25,14,49,17,7,13,32,56,7,3,1,27,62,7,2,2,26,55,5,5,9,28,56,1,5,10,30,22,7,11,30,53,11,3,6,26,59,5,1,4,30,51,10,2,3,33,72,0,0,2,26,63,1,1,2,33,5,13,14,8,4,11,9,19,16,2,52,36,17,72,11,15,58,15,10,51,3,6,46,46,6,1,31,56,10,3,29,59,10,2,31,59,7,2,31,62,4,3,35,57,5,3,15,52,13,5,15,16
30Q152,Elementary School,P.S. 152 Gwendolyn Alleyne,1251,QUEENS,Vincent Vitolo,Yes,100,81,55,50,74,577,50,91,1049,9.1,8,8.2,8.3,7.6,4.6,5.4,6.2,7.7,6.7,7.6,8,8.1,6.4,7,7.5,7.9,8.9,8.6,8.5,8.7,8.9,9.3,9.7,9.6,9.9,9.9,8.1,8.4,8.3,8.2,8,7.3,7,8.4,8.6,8.1,8.5,8.2,8.1,8.4,7.9,8,8,8.3,8.5,8.2,NA,8.6,7.9,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,14,16,14,18,14,4,0,0,0,0,0,0,58,41,1,1,0,50,46,3,1,0,51,44,3,1,1,55,41,2,1,1,39,39,2,1,20,55,40,3,1,0,48,42,2,1,6,50,40,6,2,2,43,40,5,2,9,39,27,22,8,3,42,27,12,8,12,47,25,16,7,5,36,24,27,9,4,50,42,2,1,4,51,42,4,1,2,54,41,2,1,2,48,41,4,2,6,NA,NA,NA,NA,NA,56,38,44,28,13,47,28,63,20,25,40,45,6,2,7,59,40,1,1,1,52,43,3,0,2,50,43,2,1,4,56,34,1,0,9,58,15,3,2,22,72,6,3,2,17,75,5,1,0,19,76,6,1,1,17,83,1,0,0,15,81,2,0,0,16,4,19,13,9,5,7,3,21,18,2,38,26,19,68,8,14,42,14,6,49,3,3,62,35,3,1,47,46,6,1,48,48,4,1,46,49,4,1,45,50,4,0,52,42,4,2,30,49,6,2,13,25
30Q166,Elementary School,P.S. 166 Henry Gradstein,1010,QUEENS,Janet Farrell,No,,64,75,,49,670,,76,890,8.8,8.2,8.4,8.3,7.8,7,7.1,7.7,,,,,8.3,7.6,7.7,8,7.9,8.7,8.4,8.4,8.4,8.2,9,9.3,9.2,9.8,9.7,8.1,8.5,8.5,8.5,8.2,7.8,7.6,8.3,8.7,8.1,8.5,8.2,8.2,9.1,7.8,8,8,9,8.3,8.4,NA,8.6,7.9,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,15,16,13,20,16,14,0,0,0,0,0,0,0,59,39,2,0,0,50,44,5,1,0,50,46,3,1,1,57,38,2,0,2,41,37,4,0,17,58,39,2,0,0,54,39,2,0,5,53,39,6,1,1,43,43,6,2,6,48,29,13,8,2,49,26,12,8,5,54,30,10,5,1,39,27,22,10,2,50,42,4,1,3,49,42,6,1,2,58,36,4,1,1,53,38,4,1,4,NA,NA,NA,NA,NA,73,69,28,15,21,63,26,66,16,20,40,45,8,2,5,54,43,2,0,1,52,41,3,2,2,49,42,4,1,4,54,39,2,1,5,48,24,4,3,20,69,13,3,2,12,71,8,2,2,17,70,9,1,2,17,82,2,1,0,16,79,2,1,1,17,4,11,15,7,7,6,3,26,19,1,43,27,20,73,10,12,63,9,7,61,5,4,62,34,3,1,47,43,7,2,50,45,4,1,49,45,5,1,48,46,4,2,51,42,5,1,31,51,6,3,10,29
30Q171,Elementary School,P.S. 171 Peter G. Van Alst,578,QUEENS,Anne Bussel,No,,85,54,,50,288,,59,531,8.6,7.8,7.9,8.1,7.3,7.1,7.3,7.6,,,,,7.9,7.5,7.6,7.9,7.6,8.4,8.4,7.9,8.1,7.5,8.8,9.1,8.8,9.8,9.8,8,7.9,8.1,8,7.7,7.4,6.6,8.2,8.4,8,8.2,7.8,7.8,8.2,7.1,7.9,7.9,8,7.9,8,NA,8.6,7.8,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,18,16,9,16,16,15,0,0,0,0,0,0,0,51,44,3,1,1,46,49,3,1,1,40,54,3,1,2,45,47,6,1,2,30,41,4,0,26,48,48,3,1,0,44,46,3,1,5,41,49,5,3,2,40,46,8,2,4,42,27,18,10,3,33,31,15,10,11,46,26,14,6,8,37,22,19,16,6,35,53,5,2,5,41,53,2,3,1,50,43,5,1,1,43,45,5,3,5,NA,NA,NA,NA,NA,56,54,5,3,4,36,9,54,9,13,30,42,13,3,13,48,46,3,1,3,47,48,3,0,2,39,47,5,2,7,42,45,2,0,10,35,30,8,4,24,61,12,5,3,19,62,7,6,1,25,57,12,3,3,25,75,2,1,0,21,70,1,1,0,28,9,14,15,8,6,10,3,19,17,0,46,23,12,72,7,12,52,11,6,55,3,2,64,31,3,2,46,44,7,2,47,48,3,2,45,49,5,1,45,48,4,3,56,37,6,2,29,45,6,1,19,25
30Q204,Middle School,I.S. 204 Oliver W. Holmes,747,QUEENS,YVONNE LEIMSIDER,Yes,86,68,39,629,44,273,734,65,696,8,7.6,7.6,7.9,6.3,6,6.4,7.2,6,5.8,6.4,7.2,6.8,6.5,6.8,7.4,7.7,7.8,7.7,7.6,7.9,5.9,8.5,9.1,8.3,9.2,8.9,7.8,8,8.1,8,7.6,6.3,6.7,8,8.2,7.7,8.2,7.8,7.4,7.8,7.4,7.3,7.5,7.7,8.2,7.9,NA,8.1,7.5,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,39,28,32,0,0,0,0,48,51,1,0,0,41,54,4,1,1,39,56,3,0,2,44,49,5,1,2,23,49,4,1,24,46,50,2,1,1,46,45,4,2,4,39,49,8,2,2,37,47,8,1,7,24,35,21,8,11,30,32,17,16,5,33,31,22,7,8,21,31,30,13,6,44,45,3,0,7,37,54,5,1,3,40,53,5,0,2,36,53,3,2,7,NA,NA,NA,NA,NA,38,22,8,3,2,41,21,49,23,27,27,55,9,2,6,36,50,7,3,5,31,57,7,2,2,33,50,10,2,5,39,49,3,1,8,20,33,13,12,22,55,18,4,3,20,64,8,4,2,23,49,16,5,4,26,54,8,2,1,34,50,7,3,3,37,4,11,15,7,15,7,7,11,23,1,55,32,11,48,13,9,71,16,5,53,3,4,45,51,4,0,33,60,7,1,38,54,7,1,30,60,9,1,33,60,6,0,38,55,6,0,20,48,9,1,21,15
30Q212,Elementary School,P.S. 212,779,QUEENS,CARIN ILENE ELLIS,No,,67,93,,40,591,,60,637,9,8,8.2,8.1,8.3,6.9,7.6,8.2,,,,,8.6,7.5,7.9,8.2,7.7,8.9,8.9,8.5,8.4,8.4,9.4,9.6,9.4,9.9,9.9,8,8.5,8.2,8.3,7.6,7.7,7.6,8.2,8.3,7.9,8.4,8.2,8.2,9.3,7.8,7.7,7.7,8.3,8.4,8.3,NA,8.4,7.6,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,15,13,20,22,18,0,0,0,0,0,0,0,55,43,2,1,0,44,53,3,1,0,50,45,3,1,0,59,38,2,1,0,40,45,2,0,13,51,45,3,1,0,47,44,2,0,7,40,46,10,2,1,38,48,6,2,5,40,39,14,6,1,45,33,12,4,6,55,31,9,3,1,31,29,27,10,3,47,45,4,0,4,42,50,5,1,2,47,45,5,1,2,45,46,4,1,3,NA,NA,NA,NA,NA,47,54,9,8,7,42,10,60,25,16,38,48,8,1,5,59,40,0,0,1,60,38,1,0,1,51,42,3,1,3,52,40,2,0,6,47,22,5,2,25,74,8,2,1,15,74,7,1,0,17,70,8,2,1,19,83,1,0,0,16,81,1,0,0,18,4,16,18,8,6,7,2,22,17,1,34,27,9,73,10,15,45,12,11,57,2,3,59,36,4,1,41,49,8,2,44,50,6,0,41,50,8,1,38,56,6,0,49,45,5,1,23,46,10,2,19,22
30Q222,Early Childhood School,P.S. Q222 - Fire Fighter Christopher A. Santora School,261,QUEENS,YVONNE MARRERO,No,,89,62,,25,179,,28,291,9.3,8.6,8.5,8.8,7.1,5.3,6,6.4,,,,,8.2,7,7.3,7.6,8.2,9.2,9.4,9.1,8.5,9,9.5,9.8,9.9,10,10,8.4,9,8.9,8.6,8.7,8.5,7.5,8.8,8.8,8.6,8.9,8.7,8.4,9.3,8,8.5,8.5,8,8.6,8.9,NA,9.1,8.3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,29,25,26,0,0,1,0,0,0,0,0,0,0,68,31,0,1,1,56,42,2,1,0,63,36,1,0,1,70,30,0,1,0,41,38,1,0,20,68,30,1,1,1,57,36,1,1,5,64,32,2,1,1,48,42,2,1,7,54,36,7,3,0,49,27,11,5,9,58,30,10,2,1,46,30,18,5,2,52,43,3,0,2,57,42,2,0,0,60,35,2,1,2,67,28,1,1,3,NA,NA,NA,NA,NA,53,60,10,6,15,32,11,46,9,17,43,43,6,1,8,72,27,1,1,1,77,22,1,0,1,65,34,1,0,1,57,40,2,1,1,58,11,2,2,27,82,2,1,2,12,87,1,1,1,10,82,2,0,1,16,89,1,0,0,10,92,0,0,0,8,4,16,25,11,8,12,3,15,6,0,22,25,7,68,6,12,33,14,10,54,3,5,75,22,3,0,53,42,4,0,59,39,1,1,59,38,3,1,57,41,1,1,70,29,1,0,34,46,7,2,12,34
30Q227,Middle School,I.S. 227 Louis Armstrong,1480,QUEENS,William Fahey,Yes,97,85,58,1286,82,816,1321,96,1416,8.4,7.4,7.7,7.9,7.7,7,7.2,7.9,6.8,6.2,7.1,7.7,7.7,6.9,7.3,7.8,7.6,8.4,7.8,8,8.1,7,8.8,9.3,8.6,9.7,9.6,7.8,8.2,8.1,8,6.9,6.1,5.4,7.8,7.9,7.3,8.2,7.6,7.9,7.2,7.5,7.2,7.3,8.5,8.3,7.9,NA,8.1,7.3,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,15,33,29,24,0,0,0,0,48,50,1,1,0,40,52,4,1,2,37,53,6,2,3,50,43,3,1,4,33,42,3,0,21,49,45,4,1,1,38,42,3,1,16,30,49,15,3,3,38,47,7,2,6,21,32,27,11,9,20,28,20,12,20,24,30,22,13,10,16,22,35,20,8,48,42,5,1,4,36,51,8,1,4,41,48,7,2,3,39,49,6,2,5,NA,NA,NA,NA,NA,54,46,8,6,21,35,40,69,15,12,34,49,9,3,4,45,51,2,1,2,35,54,7,2,2,38,49,4,1,7,43,46,2,1,8,26,37,8,5,23,58,17,3,2,21,62,9,1,2,26,51,17,3,2,26,64,5,1,0,30,61,3,1,1,34,2,11,16,7,10,8,3,25,16,1,45,59,14,56,20,9,58,15,4,48,2,2,49,46,3,2,35,53,9,3,32,56,10,2,31,56,12,2,30,60,9,1,42,52,5,1,16,43,11,4,26,15
30Q228,Early Childhood School,P.S. 228 Early Childhood Magnet School of the Arts,322,QUEENS,Olga Guzman,No,,25,60,,8,211,,32,351,9.3,8.7,8.7,8.8,8.9,8,9,8.9,,,,,9.1,8.3,8.9,8.8,8.6,9.2,9.3,9,8.5,9.2,9.6,9.8,9.6,9.9,9.9,8.7,9,9.3,8.8,8.8,8.4,7.7,8.8,8.9,8.5,9.2,8.6,8.6,9.2,8.2,8.5,8.6,8.5,8.9,8.9,NA,8.9,8.3,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,31,21,26,0,0,0,0,0,0,0,0,0,0,78,20,2,0,0,65,33,2,0,0,64,31,4,0,0,72,25,3,0,0,47,35,1,0,17,78,20,1,0,0,60,32,1,0,7,67,31,2,0,0,55,35,2,0,7,55,32,10,2,1,52,27,8,5,9,59,28,9,2,3,51,23,17,7,3,67,26,3,0,3,60,35,3,0,1,62,35,2,0,0,66,29,4,0,2,NA,NA,NA,NA,NA,58,68,41,31,30,44,22,44,12,29,47,43,7,0,2,75,23,0,1,1,77,21,0,1,1,65,29,1,1,5,59,36,2,1,3,65,11,2,1,20,82,5,1,2,11,83,3,1,0,14,79,4,2,0,14,91,1,1,0,8,90,1,1,0,8,5,24,14,13,10,4,2,17,10,2,22,20,11,77,8,17,46,27,13,61,3,2,74,21,5,0,57,37,5,1,61,34,4,1,60,35,4,0,63,33,4,1,66,28,5,1,36,41,9,2,11,35
30Q230,Middle School,I.S. 230,944,QUEENS,Sharon Terry,Yes,99,93,56,932,63,504,946,68,894,8.3,7.3,7.5,7.7,7.5,6,6.6,7.5,6.7,5.9,6.5,7.4,7.5,6.4,6.9,7.5,7.4,8.1,8,7.9,8.1,6.7,8.8,9.2,8.5,9.7,9.2,7.5,7.7,7.8,8,6.9,6.1,6.1,7.6,7.7,7.4,7.9,7.4,7.6,7.7,7.3,7.1,7.2,7.8,8,7.7,NA,7.7,7.3,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,37,29,33,0,0,0,0,42,55,2,1,0,36,54,6,2,2,32,55,8,2,2,42,47,7,2,2,28,44,5,1,23,42,51,5,2,0,44,44,3,1,7,32,45,16,5,2,34,46,7,4,9,25,29,24,11,11,26,30,19,14,11,31,31,20,10,8,22,19,31,19,10,40,48,5,1,6,33,52,8,2,5,34,52,8,2,3,34,51,6,2,6,NA,NA,NA,NA,NA,22,41,9,11,29,25,21,57,20,15,29,53,9,4,4,40,52,3,2,3,38,52,6,2,2,36,54,5,2,3,45,45,3,1,7,28,33,11,8,19,64,15,2,4,15,69,9,2,2,18,54,18,5,3,20,71,4,1,1,23,60,6,3,2,29,4,16,13,8,7,8,6,17,17,3,42,43,14,47,17,9,60,11,6,45,2,4,40,53,4,2,30,58,10,1,33,59,5,3,28,58,12,2,30,59,9,3,39,52,7,2,23,50,9,2,15,20
30Q234,Elementary School,P.S. 234,653,QUEENS,Thea Pallos,No,,89,100,,48,574,,54,575,8.9,7.8,8,7.9,8.5,7.9,8.4,8.6,,,,,8.7,7.9,8.2,8.3,7.6,8.8,8.7,8.3,8.2,8.2,9.2,9.5,9.4,9.9,9.9,7.9,8.2,8,8,7.5,7.4,7.5,8,8,7.7,8.3,7.9,7.9,9,7.3,7.5,7.5,8.3,8.1,7.9,NA,8.3,7.6,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,15,14,15,17,17,18,0,0,0,0,0,0,0,53,44,2,1,0,43,53,3,1,0,43,52,3,1,1,50,44,3,1,2,33,45,3,0,19,47,47,4,1,0,39,51,2,0,8,38,49,9,2,2,36,50,6,1,7,38,34,18,6,4,41,34,13,8,4,41,41,13,3,2,25,33,28,10,3,42,48,4,2,5,37,53,5,2,3,40,50,8,1,2,38,48,5,1,7,NA,NA,NA,NA,NA,57,44,7,14,6,40,24,59,12,43,28,52,11,2,6,55,42,1,0,2,54,43,1,0,1,46,45,4,0,5,43,47,1,0,8,44,26,4,2,25,69,10,3,2,17,72,5,1,2,20,70,9,1,1,19,83,2,0,0,15,82,2,0,0,16,4,14,18,9,8,7,4,16,19,1,35,48,22,72,11,10,51,21,8,58,3,4,53,42,3,1,36,56,7,1,39,55,5,1,37,53,9,1,36,55,7,1,41,53,5,1,25,49,7,2,17,23
30Q235,Middle School,Academy for New Americans,177,QUEENS,Carmen Rivera,Yes,100,100,98,178,13,148,178,13,151,9.5,8.9,8.7,9,9.3,8.6,9.1,9.3,8.9,7.7,8.7,9,9.3,8.4,8.8,9.1,8.8,9.4,9.4,9.3,9.2,9.4,9.7,9.9,9.9,9.9,9.9,9.1,9.1,9.2,9.1,9,8.2,8,9,9.1,8.9,9.2,9.2,8.8,8.2,9,8.8,8.8,7.9,9.1,8.9,NA,8.9,9,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,19,37,43,1,1,0,0,77,22,0,1,0,73,25,1,0,1,75,22,1,0,1,73,25,0,1,1,60,29,1,1,9,77,19,1,0,3,72,26,0,1,2,72,24,2,1,2,67,29,1,1,1,51,33,11,3,1,55,24,13,2,6,53,18,17,4,8,56,22,11,6,5,69,25,1,0,5,65,31,0,0,4,67,32,0,0,1,66,29,1,1,3,NA,NA,NA,NA,NA,40,26,11,14,41,39,13,64,33,32,66,30,1,0,2,78,20,1,0,1,79,18,1,0,1,76,22,1,0,1,73,22,1,0,4,74,11,1,1,13,88,3,0,1,8,91,1,0,0,7,90,2,1,0,7,91,0,0,1,8,90,0,0,1,9,6,17,16,4,28,7,3,7,13,0,39,18,33,59,11,23,62,39,10,52,3,5,70,28,2,0,71,27,1,0,69,29,1,1,67,30,2,1,67,31,2,0,71,26,2,1,55,33,2,0,10,55
30Q286,Middle School,"Young Women's Leadership School, Astoria",334,QUEENS,LAURA A MITCHELL,Yes,100,95,93,332,21,288,332,22,311,9.2,8.1,8.3,8.4,8.3,7.8,8.6,8.9,8.1,7.1,7.8,8.3,8.5,7.7,8.2,8.5,8.2,9,8.9,8.6,8.6,8.6,9.5,9.7,9.7,10,9.9,8.3,8.4,8.7,8.5,7.9,7.2,7,8.6,8.4,8.2,8.8,8.2,8.1,8.9,7.7,8,8.1,8.7,8.8,8.7,NA,8.2,8,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,25,24,23,27,0,0,0,67,32,1,0,0,52,44,2,1,0,53,42,5,0,0,55,39,3,1,1,38,34,4,0,23,63,35,1,0,0,55,35,3,0,6,47,43,9,1,0,49,43,5,0,2,36,33,20,6,5,33,32,21,9,5,48,32,14,5,1,33,27,26,9,6,59,37,2,0,2,54,41,3,0,2,50,44,5,1,0,53,43,1,1,2,NA,NA,NA,NA,NA,38,35,14,24,41,42,27,72,30,45,40,45,10,2,2,65,33,1,0,1,62,35,1,0,1,56,38,2,1,2,59,37,2,0,2,56,22,5,1,16,80,10,2,0,8,85,5,1,1,9,80,6,2,0,13,88,0,0,0,11,86,1,0,0,13,2,10,18,11,18,4,8,4,24,1,74,52,14,56,22,15,61,31,6,54,5,2,48,50,2,0,46,49,5,0,49,48,3,0,48,46,6,0,47,51,2,0,51,45,4,0,27,41,11,8,13,28
30Q301,High School,Academy for Careers in Television and Film,219,QUEENS,Mark Dunetz,Yes,96,95,55,205,18,117,214,19,211,8.9,8.8,8.4,8.8,8.9,8.9,9.3,9.4,7.5,7.1,7.4,8,8.4,8.2,8.4,8.7,8.9,8.9,8.8,8.7,8.5,7.9,9.5,9.5,9,9.3,9.5,9.1,9.2,9.2,9,9,7.8,8,9,8.8,8.9,9.2,8.7,8.5,7.5,8.6,8.7,8.6,7.5,9.1,8.8,8.5,8.8,8.8,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,41,56,0,3,77,22,0,1,0,75,22,1,1,1,65,34,0,2,0,77,20,1,1,2,38,28,0,1,33,78,20,1,1,0,69,22,1,1,7,71,26,1,1,2,68,25,3,1,4,50,23,20,4,3,55,22,14,4,4,32,32,14,9,14,44,31,21,3,1,72,25,2,1,1,72,22,2,2,3,62,33,3,1,2,63,32,3,2,1,57,30,3,1,10,13,3,1,34,12,39,25,61,42,70,57,35,4,1,3,63,32,3,1,1,60,36,1,3,0,57,37,3,0,3,55,36,3,0,7,38,24,7,3,28,74,7,1,1,18,71,8,0,2,20,59,13,3,2,24,56,9,0,2,34,58,4,1,1,36,2,21,19,12,13,3,1,6,23,1,44,63,6,23,25,12,63,15,4,54,3,3,66,32,2,0,68,27,4,0,69,28,3,0,62,36,2,0,61,36,3,1,70,25,5,0,26,49,8,3,14,22
30Q445,High School,William Cullen Bryant High School,3116,QUEENS,Aaron M. Perez,Yes,69,73,11,2026,130,310,2924,178,2731,7.4,6.4,6.7,6.7,7,6,6.8,7.1,6.3,5.2,6.1,6.8,6.9,5.9,6.5,6.9,6.7,7.1,7.1,7.1,7,6.1,7.7,8.9,8,8.1,7.9,6.8,7.5,7.1,7.4,6.2,4.7,4.6,6.4,6.7,6.5,7.2,7.2,7.2,6,6.7,6.3,6.3,7,6.6,7.1,6.1,7.1,6.5,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,1,1,0,2,34,28,17,14,29,61,6,4,1,23,62,8,5,2,27,60,6,2,4,33,55,7,1,4,18,38,7,1,36,32,54,8,5,1,33,52,4,4,6,22,46,23,7,2,25,47,12,6,11,13,27,21,15,24,16,22,19,17,26,19,24,21,13,23,15,22,24,29,10,19,50,14,6,12,16,54,14,7,8,24,48,16,6,6,27,52,10,5,6,19,41,16,9,15,14,18,12,7,35,19,10,52,32,24,20,53,12,6,9,22,60,9,5,3,23,57,13,2,5,22,59,6,7,6,23,55,5,4,13,19,30,9,10,32,45,18,8,6,23,49,13,1,2,35,41,17,5,5,32,41,10,7,4,38,35,10,5,5,44,4,9,16,4,8,15,6,18,18,0,64,41,9,31,13,9,67,11,5,47,1,4,28,59,11,2,20,59,17,4,21,59,14,6,19,58,16,7,18,60,17,5,28,56,9,6,13,49,13,3,22,12
