all/school_esl.DBN,all/school_esl.Grade,all/school_esl.Year,all/school_esl.Category,all/school_esl.Number Tested,all/school_esl.Mean Scale Score,all/school_esl.Level 1 #,all/school_esl.Level 1 %,all/school_esl.Level 2 #,all/school_esl.Level 2 %,all/school_esl.Level 3 #,all/school_esl.Level 3 %,all/school_esl.Level 4 #,all/school_esl.Level 4 %,all/school_esl.Level 3+4 #,all/school_esl.Level 3+4 %
22K139,4,2011,All Students,178,670.0,14.0,7.9,76.0,42.7,87.0,48.9,1.0,0.6,88.0,49.4
24Q125,All Grades,2007,All Students,1497,,99.0,6.6,633.0,42.3,726.0,48.5,39.0,2.6,765.0,51.1
21K128,All Grades,2007,All Students,129,,14.0,10.9,38.0,29.5,71.0,55.0,6.0,4.7,77.0,59.7
11X175,All Grades,2009,All Students,273,,0.0,0.0,31.0,11.4,217.0,79.5,25.0,9.2,242.0,88.6
04M108,5,2008,All Students,86,669.0,1.0,1.2,15.0,17.4,65.0,75.6,5.0,5.8,70.0,81.4
20K163,All Grades,2007,All Students,214,,22.0,10.3,50.0,23.4,132.0,61.7,10.0,4.7,142.0,66.4
07X018,4,2007,All Students,85,635.0,11.0,12.9,52.0,61.2,22.0,25.9,0.0,0.0,22.0,25.9
32K274,All Grades,2007,All Students,407,,60.0,14.7,158.0,38.8,181.0,44.5,8.0,2.0,189.0,46.4
29Q033,All Grades,2009,All Students,517,,6.0,1.2,103.0,19.9,373.0,72.1,35.0,6.8,408.0,78.9
04M406,6,2010,All Students,53,654.0,6.0,11.3,29.0,54.7,17.0,32.1,1.0,1.9,18.0,34.0
09X232,6,2007,All Students,123,635.0,6.0,4.9,85.0,69.1,32.0,26.0,0.0,0.0,32.0,26.0
05M194,All Grades,2008,All Students,157,,24.0,15.3,71.0,45.2,61.0,38.9,1.0,0.6,62.0,39.5
28Q160,3,2006,All Students,100,660.0,9.0,9.0,39.0,39.0,47.0,47.0,5.0,5.0,52.0,52.0
09X110,4,2006,All Students,96,638.0,20.0,20.8,36.0,37.5,39.0,40.6,1.0,1.0,40.0,41.7
15K032,4,2011,All Students,46,661.0,6.0,13.0,21.0,45.7,19.0,41.3,0.0,0.0,19.0,41.3
27Q183,4,2007,All Students,45,651.0,2.0,4.4,22.0,48.9,20.0,44.4,1.0,2.2,21.0,46.7
02M183,3,2009,All Students,99,677.0,3.0,3.0,8.0,8.1,78.0,78.8,10.0,10.1,88.0,88.9
04M224,6,2010,All Students,77,666.0,3.0,3.9,21.0,27.3,51.0,66.2,2.0,2.6,53.0,68.8
22K014,8,2007,All Students,270,633.0,32.0,11.9,163.0,60.4,74.0,27.4,1.0,0.4,75.0,27.8
26Q205,3,2011,All Students,46,678.0,4.0,8.7,7.0,15.2,25.0,54.3,10.0,21.7,35.0,76.1
31R057,5,2009,All Students,104,654.0,2.0,1.9,47.0,45.2,52.0,50.0,3.0,2.9,55.0,52.9
11X287,8,2008,All Students,96,635.0,4.0,4.2,71.0,74.0,21.0,21.9,0.0,0.0,21.0,21.9
08X071,3,2009,All Students,196,667.0,13.0,6.6,35.0,17.9,131.0,66.8,17.0,8.7,148.0,75.5
12X271,All Grades,2009,All Students,255,,3.0,1.2,119.0,46.7,131.0,51.4,2.0,0.8,133.0,52.2
20K220,6,2007,All Students,357,641.0,20.0,5.6,199.0,55.7,135.0,37.8,3.0,0.8,138.0,38.7
06M311,3,2006,All Students,34,668.0,0.0,0.0,10.0,29.4,23.0,67.6,1.0,2.9,24.0,70.6
24Q102,4,2008,All Students,97,668.0,5.0,5.2,23.0,23.7,62.0,63.9,7.0,7.2,69.0,71.1
75Q023,5,2006,All Students,15,595.0,7.0,46.7,5.0,33.3,3.0,20.0,0.0,0.0,3.0,20.0
28Q217,8,2008,All Students,522,651.0,28.0,5.4,234.0,44.8,245.0,46.9,15.0,2.9,260.0,49.8
02M167,6,2011,All Students,388,666.0,22.0,5.7,115.0,29.6,231.0,59.5,20.0,5.2,251.0,64.7
29Q118,4,2007,All Students,107,659.0,7.0,6.5,32.0,29.9,61.0,57.0,7.0,6.5,68.0,63.6
19K174,7,2008,All Students,51,651.0,0.0,0.0,24.0,47.1,27.0,52.9,0.0,0.0,27.0,52.9
28Q054,3,2006,All Students,67,665.0,5.0,7.5,16.0,23.9,45.0,67.2,1.0,1.5,46.0,68.7
75Q075,6,2010,All Students,30,624.0,25.0,83.3,5.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0
17K091,5,2008,All Students,131,668.0,0.0,0.0,25.0,19.1,100.0,76.3,6.0,4.6,106.0,80.9
11X322,6,2011,All Students,129,652.0,25.0,19.4,67.0,51.9,37.0,28.7,0.0,0.0,37.0,28.7
07X277,4,2011,All Students,96,645.0,25.0,26.0,55.0,57.3,16.0,16.7,0.0,0.0,16.0,16.7
27Q090,All Grades,2008,All Students,400,,10.0,2.5,88.0,22.0,276.0,69.0,26.0,6.5,302.0,75.5
11X153,3,2011,All Students,95,668.0,6.0,6.3,33.0,34.7,47.0,49.5,9.0,9.5,56.0,58.9
02M896,6,2011,All Students,86,660.0,15.0,17.4,30.0,34.9,40.0,46.5,1.0,1.2,41.0,47.7
14K586,8,2011,All Students,71,632.0,11.0,15.5,54.0,76.1,6.0,8.5,0.0,0.0,6.0,8.5
11X175,7,2011,All Students,41,672.0,0.0,0.0,17.0,41.5,21.0,51.2,3.0,7.3,24.0,58.5
27Q063,All Grades,2010,All Students,652,,40.0,6.1,236.0,36.2,284.0,43.6,92.0,14.1,376.0,57.7
30Q112,3,2011,All Students,96,654.0,22.0,22.9,39.0,40.6,34.0,35.4,1.0,1.0,35.0,36.5
27Q047,4,2006,All Students,21,691.0,0.0,0.0,1.0,4.8,17.0,81.0,3.0,14.3,20.0,95.2
09X004,3,2009,All Students,46,658.0,4.0,8.7,14.0,30.4,25.0,54.3,3.0,6.5,28.0,60.9
10X306,5,2011,All Students,109,658.0,20.0,18.3,67.0,61.5,22.0,20.2,0.0,0.0,22.0,20.2
30Q084,5,2009,All Students,51,667.0,0.0,0.0,8.0,15.7,40.0,78.4,3.0,5.9,43.0,84.3
19K311,6,2011,All Students,65,652.0,14.0,21.5,26.0,40.0,25.0,38.5,0.0,0.0,25.0,38.5
23K327,6,2007,All Students,108,641.0,4.0,3.7,64.0,59.3,38.0,35.2,2.0,1.9,40.0,37.0
75Q004,5,2009,All Students,33,637.0,3.0,9.1,19.0,57.6,11.0,33.3,0.0,0.0,11.0,33.3
05M175,5,2007,All Students,73,651.0,2.0,2.7,34.0,46.6,37.0,50.7,0.0,0.0,37.0,50.7
09X199,4,2011,All Students,108,668.0,12.0,11.1,44.0,40.7,50.0,46.3,2.0,1.9,52.0,48.1
20K105,4,2009,All Students,194,675.0,7.0,3.6,29.0,14.9,140.0,72.2,18.0,9.3,158.0,81.4
13K307,All Grades,2008,All Students,146,,17.0,11.6,66.0,45.2,59.0,40.4,4.0,2.7,63.0,43.2
19K364,8,2009,All Students,122,661.0,2.0,1.6,36.0,29.5,81.0,66.4,3.0,2.5,84.0,68.9
02M167,8,2007,All Students,440,667.0,14.0,3.2,112.0,25.5,286.0,65.0,28.0,6.4,314.0,71.4
25Q029,4,2008,All Students,83,668.0,2.0,2.4,20.0,24.1,57.0,68.7,4.0,4.8,61.0,73.5
26Q074,8,2011,All Students,332,667.0,7.0,2.1,105.0,31.6,201.0,60.5,19.0,5.7,220.0,66.3
03M180,All Grades,2009,All Students,278,,1.0,0.4,59.0,21.2,210.0,75.5,8.0,2.9,218.0,78.4
28Q175,3,2011,All Students,110,670.0,8.0,7.3,28.0,25.5,68.0,61.8,6.0,5.5,74.0,67.3
13K003,5,2007,All Students,90,651.0,7.0,7.8,36.0,40.0,43.0,47.8,4.0,4.4,47.0,52.2
15K015,3,2006,All Students,53,647.0,10.0,18.9,18.0,34.0,25.0,47.2,0.0,0.0,25.0,47.2
15K027,5,2011,All Students,34,652.0,10.0,29.4,22.0,64.7,2.0,5.9,0.0,0.0,2.0,5.9
11X289,8,2008,All Students,193,642.0,7.0,3.6,135.0,69.9,50.0,25.9,1.0,0.5,51.0,26.4
27Q114,7,2011,All Students,27,666.0,1.0,3.7,13.0,48.1,12.0,44.4,1.0,3.7,13.0,48.1
20K247,3,2006,All Students,76,687.0,1.0,1.3,7.0,9.2,58.0,76.3,10.0,13.2,68.0,89.5
29Q131,All Grades,2007,All Students,342,,7.0,2.0,55.0,16.1,248.0,72.5,32.0,9.4,280.0,81.9
16K393,All Grades,2010,All Students,201,,30.0,14.9,122.0,60.7,49.0,24.4,0.0,0.0,49.0,24.4
09X126,4,2010,All Students,104,654.0,23.0,22.1,54.0,51.9,24.0,23.1,3.0,2.9,27.0,26.0
11X289,7,2011,All Students,132,651.0,28.0,21.2,86.0,65.2,18.0,13.6,0.0,0.0,18.0,13.6
05M154,3,2011,All Students,50,650.0,13.0,26.0,28.0,56.0,9.0,18.0,0.0,0.0,9.0,18.0
30Q171,3,2011,All Students,83,656.0,20.0,24.1,29.0,34.9,33.0,39.8,1.0,1.2,34.0,41.0
09X219,6,2006,All Students,143,630.0,21.0,14.7,82.0,57.3,39.0,27.3,1.0,0.7,40.0,28.0
21K288,3,2010,All Students,45,654.0,11.0,24.4,19.0,42.2,12.0,26.7,3.0,6.7,15.0,33.3
08X130,4,2011,All Students,78,654.0,14.0,17.9,47.0,60.3,17.0,21.8,0.0,0.0,17.0,21.8
17K061,8,2007,All Students,402,641.0,24.0,6.0,220.0,54.7,155.0,38.6,3.0,0.7,158.0,39.3
17K352,6,2008,All Students,129,637.0,9.0,7.0,82.0,63.6,38.0,29.5,0.0,0.0,38.0,29.5
06M348,7,2011,All Students,76,652.0,14.0,18.4,47.0,61.8,15.0,19.7,0.0,0.0,15.0,19.7
20K259,8,2008,All Students,378,648.0,26.0,6.9,172.0,45.5,172.0,45.5,8.0,2.1,180.0,47.6
16K021,All Grades,2008,All Students,323,,8.0,2.5,60.0,18.6,231.0,71.5,24.0,7.4,255.0,78.9
15K146,All Grades,2007,All Students,219,,1.0,0.5,27.0,12.3,155.0,70.8,36.0,16.4,191.0,87.2
14K330,All Grades,2006,All Students,76,,15.0,19.7,43.0,56.6,17.0,22.4,1.0,1.3,18.0,23.7
06M052,6,2007,All Students,258,650.0,19.0,7.4,97.0,37.6,132.0,51.2,10.0,3.9,142.0,55.0
10X390,7,2008,All Students,137,644.0,4.0,2.9,78.0,56.9,54.0,39.4,1.0,0.7,55.0,40.1
28Q680,8,2009,All Students,90,691.0,0.0,0.0,1.0,1.1,74.0,82.2,15.0,16.7,89.0,98.9
09X035,4,2008,All Students,133,657.0,16.0,12.0,32.0,24.1,82.0,61.7,3.0,2.3,85.0,63.9
27Q065,All Grades,2008,All Students,284,,14.0,4.9,71.0,25.0,181.0,63.7,18.0,6.3,199.0,70.1
06M192,6,2006,All Students,71,622.0,14.0,19.7,50.0,70.4,5.0,7.0,2.0,2.8,7.0,9.9
31R051,7,2008,All Students,385,658.0,1.0,0.3,141.0,36.6,239.0,62.1,4.0,1.0,243.0,63.1
01M292,6,2008,All Students,55,640.0,2.0,3.6,32.0,58.2,21.0,38.2,0.0,0.0,21.0,38.2
30Q112,4,2007,All Students,80,649.0,8.0,10.0,31.0,38.8,39.0,48.8,2.0,2.5,41.0,51.3
31R024,7,2010,All Students,471,671.0,15.0,3.2,189.0,40.1,206.0,43.7,61.0,13.0,267.0,56.7
75X188,5,2008,All Students,19,635.0,2.0,10.5,12.0,63.2,5.0,26.3,0.0,0.0,5.0,26.3
16K035,6,2009,All Students,62,651.0,1.0,1.6,26.0,41.9,35.0,56.5,0.0,0.0,35.0,56.5
20K180,5,2010,All Students,88,672.0,12.0,13.6,27.0,30.7,39.0,44.3,10.0,11.4,49.0,55.7
27Q105,All Grades,2010,All Students,591,,102.0,17.3,352.0,59.6,129.0,21.8,8.0,1.4,137.0,23.2
31R022,3,2007,All Students,187,661.0,16.0,8.6,62.0,33.2,98.0,52.4,11.0,5.9,109.0,58.3
10X118,7,2009,All Students,382,661.0,2.0,0.5,111.0,29.1,254.0,66.5,15.0,3.9,269.0,70.4
13K056,All Grades,2007,All Students,187,,24.0,12.8,60.0,32.1,94.0,50.3,9.0,4.8,103.0,55.1
17K316,All Grades,2009,All Students,138,,8.0,5.8,44.0,31.9,77.0,55.8,9.0,6.5,86.0,62.3
14K017,All Grades,2011,All Students,191,662.0,25.0,13.1,91.0,47.6,73.0,38.2,2.0,1.0,75.0,39.3
14K017,3,2010,All Students,53,666.0,15.0,28.3,12.0,22.6,15.0,28.3,11.0,20.8,26.0,49.1
26Q067,6,2006,All Students,290,689.0,1.0,0.3,30.0,10.3,167.0,57.6,92.0,31.7,259.0,89.3
20K204,3,2009,All Students,156,683.0,0.0,0.0,25.0,16.0,101.0,64.7,30.0,19.2,131.0,84.0
27Q065,3,2011,All Students,81,660.0,9.0,11.1,32.0,39.5,40.0,49.4,0.0,0.0,40.0,49.4
01M015,5,2008,All Students,36,643.0,2.0,5.6,19.0,52.8,15.0,41.7,0.0,0.0,15.0,41.7
06M324,6,2009,All Students,98,652.0,0.0,0.0,42.0,42.9,56.0,57.1,0.0,0.0,56.0,57.1
02M126,3,2011,All Students,63,663.0,2.0,3.2,23.0,36.5,38.0,60.3,0.0,0.0,38.0,60.3
12X300,4,2011,All Students,85,645.0,22.0,25.9,51.0,60.0,12.0,14.1,0.0,0.0,12.0,14.1
04M050,7,2011,All Students,41,651.0,9.0,22.0,24.0,58.5,8.0,19.5,0.0,0.0,8.0,19.5
09X011,3,2009,All Students,110,647.0,15.0,13.6,37.0,33.6,56.0,50.9,2.0,1.8,58.0,52.7
28Q040,6,2011,All Students,45,657.0,3.0,6.7,27.0,60.0,15.0,33.3,0.0,0.0,15.0,33.3
11X083,All Grades,2010,All Students,1145,,108.0,9.4,521.0,45.5,446.0,39.0,70.0,6.1,516.0,45.1
14K318,All Grades,2010,All Students,1547,,94.0,6.1,688.0,44.5,665.0,43.0,100.0,6.5,765.0,49.5
04M096,4,2010,All Students,63,656.0,11.0,17.5,34.0,54.0,18.0,28.6,0.0,0.0,18.0,28.6
31R022,5,2011,All Students,198,666.0,20.0,10.1,86.0,43.4,87.0,43.9,5.0,2.5,92.0,46.5
29Q038,5,2007,All Students,65,650.0,5.0,7.7,21.0,32.3,39.0,60.0,0.0,0.0,39.0,60.0
13K266,6,2006,All Students,88,650.0,3.0,3.4,40.0,45.5,42.0,47.7,3.0,3.4,45.0,51.1
09X166,All Grades,2006,All Students,920,,162.0,17.6,528.0,57.4,217.0,23.6,13.0,1.4,230.0,25.0
14K016,5,2009,All Students,58,659.0,0.0,0.0,19.0,32.8,39.0,67.2,0.0,0.0,39.0,67.2
17K590,6,2008,All Students,61,676.0,0.0,0.0,4.0,6.6,53.0,86.9,4.0,6.6,57.0,93.4
27Q262,8,2011,All Students,77,656.0,1.0,1.3,48.0,62.3,26.0,33.8,2.0,2.6,28.0,36.4
10X391,All Grades,2006,All Students,734,,130.0,17.7,444.0,60.5,155.0,21.1,5.0,0.7,160.0,21.8
15K136,6,2009,All Students,137,649.0,1.0,0.7,65.0,47.4,71.0,51.8,0.0,0.0,71.0,51.8
22K206,All Grades,2008,All Students,701,,10.0,1.4,84.0,12.0,517.0,73.8,90.0,12.8,607.0,86.6
75X010,All Grades,2006,All Students,125,,77.0,61.6,42.0,33.6,6.0,4.8,0.0,0.0,6.0,4.8
04M057,6,2007,All Students,40,655.0,1.0,2.5,15.0,37.5,24.0,60.0,0.0,0.0,24.0,60.0
15K001,5,2010,All Students,147,663.0,24.0,16.3,77.0,52.4,37.0,25.2,9.0,6.1,46.0,31.3
11X041,3,2011,All Students,143,656.0,26.0,18.2,68.0,47.6,48.0,33.6,1.0,0.7,49.0,34.3
03M191,6,2011,All Students,71,660.0,4.0,5.6,34.0,47.9,33.0,46.5,0.0,0.0,33.0,46.5
32K347,8,2006,All Students,153,618.0,38.0,24.8,92.0,60.1,23.0,15.0,0.0,0.0,23.0,15.0
29Q109,8,2010,All Students,409,653.0,33.0,8.1,207.0,50.6,159.0,38.9,10.0,2.4,169.0,41.3
05M197,4,2007,All Students,94,647.0,8.0,8.5,39.0,41.5,47.0,50.0,0.0,0.0,47.0,50.0
24Q058,3,2006,All Students,113,672.0,14.0,12.4,21.0,18.6,65.0,57.5,13.0,11.5,78.0,69.0
21K121,3,2009,All Students,22,666.0,0.0,0.0,6.0,27.3,16.0,72.7,0.0,0.0,16.0,72.7
11X016,All Grades,2009,All Students,301,,7.0,2.3,77.0,25.6,205.0,68.1,12.0,4.0,217.0,72.1
10X095,6,2007,All Students,178,655.0,4.0,2.2,86.0,48.3,78.0,43.8,10.0,5.6,88.0,49.4
02M212,All Grades,2009,All Students,155,,1.0,0.6,13.0,8.4,113.0,72.9,28.0,18.1,141.0,91.0
05M195,6,2010,All Students,86,644.0,40.0,46.5,37.0,43.0,9.0,10.5,0.0,0.0,9.0,10.5
07X224,6,2006,All Students,218,610.0,64.0,29.4,136.0,62.4,18.0,8.3,0.0,0.0,18.0,8.3
22K198,3,2010,All Students,111,658.0,26.0,23.4,44.0,39.6,28.0,25.2,13.0,11.7,41.0,36.9
31R018,All Grades,2007,All Students,245,,48.0,19.6,103.0,42.0,93.0,38.0,1.0,0.4,94.0,38.4
19K328,All Grades,2010,All Students,302,,73.0,24.2,167.0,55.3,55.0,18.2,7.0,2.3,62.0,20.5
02M089,All Grades,2011,All Students,241,682.0,2.0,0.8,32.0,13.3,187.0,77.6,20.0,8.3,207.0,85.9
10X024,5,2009,All Students,112,687.0,2.0,1.8,13.0,11.6,68.0,60.7,29.0,25.9,97.0,86.6
05M129,All Grades,2010,All Students,309,,56.0,18.1,161.0,52.1,75.0,24.3,17.0,5.5,92.0,29.8
06M028,5,2011,All Students,99,659.0,22.0,22.2,44.0,44.4,33.0,33.3,0.0,0.0,33.0,33.3
02M408,7,2006,All Students,25,682.0,0.0,0.0,4.0,16.0,16.0,64.0,5.0,20.0,21.0,84.0
04M182,5,2009,All Students,64,700.0,0.0,0.0,7.0,10.9,32.0,50.0,25.0,39.1,57.0,89.1
19K409,7,2011,All Students,49,672.0,0.0,0.0,10.0,20.4,38.0,77.6,1.0,2.0,39.0,79.6
31R044,All Grades,2011,All Students,374,656.0,68.0,18.2,202.0,54.0,103.0,27.5,1.0,0.3,104.0,27.8
75Q004,All Grades,2010,All Students,122,,67.0,54.9,43.0,35.2,12.0,9.8,0.0,0.0,12.0,9.8
01M332,6,2011,All Students,26,645.0,5.0,19.2,18.0,69.2,3.0,11.5,0.0,0.0,3.0,11.5
24Q143,All Grades,2006,All Students,408,,35.0,8.6,132.0,32.4,234.0,57.4,7.0,1.7,241.0,59.1
25Q169,3,2011,All Students,52,675.0,0.0,0.0,9.0,17.3,38.0,73.1,5.0,9.6,43.0,82.7
32K116,All Grades,2006,All Students,212,,23.0,10.8,95.0,44.8,91.0,42.9,3.0,1.4,94.0,44.3
15K464,All Grades,2008,All Students,115,,6.0,5.2,70.0,60.9,39.0,33.9,0.0,0.0,39.0,33.9
27Q064,3,2006,All Students,91,683.0,2.0,2.2,14.0,15.4,65.0,71.4,10.0,11.0,75.0,82.4
10X037,4,2010,All Students,78,654.0,11.0,14.1,48.0,61.5,19.0,24.4,0.0,0.0,19.0,24.4
08X062,3,2010,All Students,105,647.0,40.0,38.1,36.0,34.3,24.0,22.9,5.0,4.8,29.0,27.6
75Q811,All Grades,2011,All Students,12,657.0,2.0,16.7,4.0,33.3,6.0,50.0,0.0,0.0,6.0,50.0
10X091,5,2006,All Students,123,643.0,13.0,10.6,56.0,45.5,49.0,39.8,5.0,4.1,54.0,43.9
21K216,All Grades,2009,All Students,215,,2.0,0.9,41.0,19.1,146.0,67.9,26.0,12.1,172.0,80.0
07X030,5,2007,All Students,124,636.0,16.0,12.9,67.0,54.0,40.0,32.3,1.0,0.8,41.0,33.1
32K384,6,2008,All Students,83,655.0,0.0,0.0,34.0,41.0,48.0,57.8,1.0,1.2,49.0,59.0
04M497,All Grades,2008,All Students,64,,7.0,10.9,20.0,31.3,36.0,56.3,1.0,1.6,37.0,57.8
10X086,All Grades,2010,All Students,968,,167.0,17.3,393.0,40.6,341.0,35.2,67.0,6.9,408.0,42.1
14K132,3,2009,All Students,105,671.0,0.0,0.0,17.0,16.2,82.0,78.1,6.0,5.7,88.0,83.8
16K309,3,2007,All Students,71,635.0,12.0,16.9,36.0,50.7,23.0,32.4,0.0,0.0,23.0,32.4
11X127,7,2008,All Students,224,651.0,7.0,3.1,98.0,43.8,119.0,53.1,0.0,0.0,119.0,53.1
75Q811,4,2009,All Students,4,,,,,,,,,,,
17K241,4,2009,All Students,91,674.0,5.0,5.5,17.0,18.7,54.0,59.3,15.0,16.5,69.0,75.8
17K398,5,2007,All Students,85,643.0,11.0,12.9,47.0,55.3,24.0,28.2,3.0,3.5,27.0,31.8
17K012,4,2008,All Students,46,633.0,10.0,21.7,17.0,37.0,19.0,41.3,0.0,0.0,19.0,41.3
75K140,7,2008,All Students,32,618.0,9.0,28.1,18.0,56.3,5.0,15.6,0.0,0.0,5.0,15.6
26Q266,7,2008,All Students,85,675.0,0.0,0.0,7.0,8.2,77.0,90.6,1.0,1.2,78.0,91.8
06M192,5,2008,All Students,69,642.0,6.0,8.7,38.0,55.1,25.0,36.2,0.0,0.0,25.0,36.2
12X057,4,2008,All Students,71,646.0,10.0,14.1,29.0,40.8,31.0,43.7,1.0,1.4,32.0,45.1
21K303,7,2008,All Students,207,669.0,2.0,1.0,35.0,16.9,163.0,78.7,7.0,3.4,170.0,82.1
75X010,7,2008,All Students,14,619.0,3.0,21.4,11.0,78.6,0.0,0.0,0.0,0.0,0.0,0.0
75M035,7,2010,All Students,3,,,,,,,,,,,
75Q004,3,2008,All Students,35,606.0,18.0,51.4,14.0,40.0,3.0,8.6,0.0,0.0,3.0,8.6
29Q231,7,2010,All Students,285,654.0,53.0,18.6,165.0,57.9,64.0,22.5,3.0,1.1,67.0,23.5
19K292,All Grades,2008,All Students,747,,35.0,4.7,382.0,51.1,327.0,43.8,3.0,0.4,330.0,44.2
28Q050,6,2006,All Students,115,647.0,12.0,10.4,50.0,43.5,42.0,36.5,11.0,9.6,53.0,46.1
27Q317,All Grades,2010,All Students,59,,13.0,22.0,18.0,30.5,24.0,40.7,4.0,6.8,28.0,47.5
19K306,7,2011,All Students,58,652.0,7.0,12.1,44.0,75.9,7.0,12.1,0.0,0.0,7.0,12.1
07X151,8,2006,All Students,106,616.0,27.0,25.5,69.0,65.1,10.0,9.4,0.0,0.0,10.0,9.4
18K219,All Grades,2007,All Students,411,,41.0,10.0,154.0,37.5,208.0,50.6,8.0,1.9,216.0,52.6
19K306,3,2008,All Students,79,630.0,24.0,30.4,33.0,41.8,20.0,25.3,2.0,2.5,22.0,27.8
22K119,All Grades,2010,All Students,355,,32.0,9.0,157.0,44.2,146.0,41.1,20.0,5.6,166.0,46.8
15K039,4,2008,All Students,51,672.0,2.0,3.9,6.0,11.8,41.0,80.4,2.0,3.9,43.0,84.3
75K396,All Grades,2011,All Students,5,,,,,,,,,,,
17K091,5,2007,All Students,150,654.0,4.0,2.7,56.0,37.3,86.0,57.3,4.0,2.7,90.0,60.0
09X505,All Grades,2010,All Students,156,,8.0,5.1,93.0,59.6,54.0,34.6,1.0,0.6,55.0,35.3
28Q196,4,2006,All Students,87,694.0,1.0,1.1,6.0,6.9,59.0,67.8,21.0,24.1,80.0,92.0
12X044,4,2010,All Students,52,655.0,10.0,19.2,24.0,46.2,18.0,34.6,0.0,0.0,18.0,34.6
11X083,4,2009,All Students,172,667.0,3.0,1.7,32.0,18.6,130.0,75.6,7.0,4.1,137.0,79.7
30Q127,4,2009,All Students,130,661.0,15.0,11.5,25.0,19.2,81.0,62.3,9.0,6.9,90.0,69.2
11X142,8,2011,All Students,285,641.0,55.0,19.3,180.0,63.2,50.0,17.5,0.0,0.0,50.0,17.5
12X129,6,2007,All Students,120,630.0,14.0,11.7,78.0,65.0,27.0,22.5,1.0,0.8,28.0,23.3
29Q059,7,2008,All Students,278,653.0,1.0,0.4,126.0,45.3,151.0,54.3,0.0,0.0,151.0,54.3
06M210,3,2008,All Students,37,640.0,8.0,21.6,21.0,56.8,7.0,18.9,1.0,2.7,8.0,21.6
21K253,3,2007,All Students,81,645.0,9.0,11.1,40.0,49.4,30.0,37.0,2.0,2.5,32.0,39.5
13K046,All Grades,2010,All Students,140,,26.0,18.6,68.0,48.6,43.0,30.7,3.0,2.1,46.0,32.9
03M087,4,2011,All Students,139,696.0,0.0,0.0,15.0,10.8,112.0,80.6,12.0,8.6,124.0,89.2
15K136,All Grades,2009,All Students,429,,13.0,3.0,223.0,52.0,192.0,44.8,1.0,0.2,193.0,45.0
08X071,8,2009,All Students,125,654.0,4.0,3.2,46.0,36.8,73.0,58.4,2.0,1.6,75.0,60.0
28Q117,5,2011,All Students,164,664.0,21.0,12.8,73.0,44.5,65.0,39.6,5.0,3.0,70.0,42.7
08X337,6,2008,All Students,103,637.0,2.0,1.9,82.0,79.6,19.0,18.4,0.0,0.0,19.0,18.4
14K582,7,2006,All Students,92,632.0,11.0,12.0,57.0,62.0,23.0,25.0,1.0,1.1,24.0,26.1
17K012,All Grades,2009,All Students,106,,6.0,5.7,38.0,35.8,60.0,56.6,2.0,1.9,62.0,58.5
10X007,4,2007,All Students,166,645.0,25.0,15.1,68.0,41.0,72.0,43.4,1.0,0.6,73.0,44.0
11X041,5,2011,All Students,160,671.0,6.0,3.8,57.0,35.6,92.0,57.5,5.0,3.1,97.0,60.6
04M375,5,2010,All Students,44,651.0,14.0,31.8,22.0,50.0,8.0,18.2,0.0,0.0,8.0,18.2
09X042,All Grades,2009,All Students,261,,19.0,7.3,83.0,31.8,151.0,57.9,8.0,3.1,159.0,60.9
09X058,4,2008,All Students,68,648.0,5.0,7.4,30.0,44.1,33.0,48.5,0.0,0.0,33.0,48.5
29Q132,All Grades,2011,All Students,186,669.0,7.0,3.8,83.0,44.6,92.0,49.5,4.0,2.2,96.0,51.6
27Q097,3,2008,All Students,122,665.0,9.0,7.4,27.0,22.1,76.0,62.3,10.0,8.2,86.0,70.5
19K224,All Grades,2008,All Students,441,,42.0,9.5,223.0,50.6,172.0,39.0,4.0,0.9,176.0,39.9
31R036,3,2007,All Students,135,678.0,4.0,3.0,27.0,20.0,86.0,63.7,18.0,13.3,104.0,77.0
29Q147,6,2007,All Students,111,652.0,2.0,1.8,58.0,52.3,47.0,42.3,4.0,3.6,51.0,45.9
15K107,3,2011,All Students,86,677.0,2.0,2.3,16.0,18.6,53.0,61.6,15.0,17.4,68.0,79.1
01M063,5,2007,All Students,32,654.0,2.0,6.3,13.0,40.6,16.0,50.0,1.0,3.1,17.0,53.1
20K180,All Grades,2009,All Students,590,,13.0,2.2,110.0,18.6,409.0,69.3,58.0,9.8,467.0,79.2
07X179,All Grades,2009,All Students,173,,6.0,3.5,61.0,35.3,104.0,60.1,2.0,1.2,106.0,61.3
02M150,All Grades,2007,All Students,73,,0.0,0.0,6.0,8.2,51.0,69.9,16.0,21.9,67.0,91.8
03M241,4,2011,All Students,14,653.0,3.0,21.4,9.0,64.3,2.0,14.3,0.0,0.0,2.0,14.3
24Q019,All Grades,2010,All Students,980,,128.0,13.1,430.0,43.9,366.0,37.3,56.0,5.7,422.0,43.1
10X246,6,2007,All Students,108,647.0,8.0,7.4,58.0,53.7,38.0,35.2,4.0,3.7,42.0,38.9
26Q159,3,2010,All Students,64,684.0,1.0,1.6,11.0,17.2,34.0,53.1,18.0,28.1,52.0,81.3
31R027,6,2006,All Students,322,641.0,46.0,14.3,132.0,41.0,113.0,35.1,31.0,9.6,144.0,44.7
02M131,7,2011,All Students,202,648.0,61.0,30.2,83.0,41.1,53.0,26.2,5.0,2.5,58.0,28.7
